Ridge Function,Dimension,m,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74,M75,M76,M77,M78,M79,M80,M81,M82,M83,M84,M85,M86,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M97,M98,M99,M100
jmp,4,2,2.899246192126837,3.0538684119041593,2.9299210636659008,2.9151323419640116,2.874668690438328,2.880092028424452,2.784595880886123,2.740851980832848,2.846748351816486,2.8980989356553293,2.906286766291469,2.9711274653338458,2.8126304262928157,2.9698125514795746,2.7031617434487663,2.8209067190504387,2.8599933311380186,2.9116542676676147,2.968180783822847,2.916813219241794,2.851497168636002,2.8025822448552433,2.7704568079755107,2.7998282370241854,2.790387902011647,2.884275706890117,2.964254197485084,2.9195803859896787,2.927112510598055,2.931056492846671,2.961050778024791,2.7909926657748505,2.783680334502148,3.040285620948213,2.9506132170501638,3.075609655368394,2.81915440454285,2.704240936585008,2.8659566481739804,3.2505616123340975,3.117803070791419,2.8168514588082365,3.017098293512843,2.866775869412895,2.9699849900960165,2.871620675854764,2.6989148410887127,2.900784025197767,2.7309677059163353,2.8990950251980574,2.906906208002202,2.794348227909962,2.7635526967232185,3.072839589735428,2.913407757416608,3.063701680466254,2.6964819076245723,2.916258300197467,2.8425472709679305,2.8667565985525796,3.03555649127542,2.6784414133719094,2.8777747580702724,2.9462916903204457,2.9827651692426373,2.834109568248307,2.687808208671457,3.0007852031102007,2.9846168853197104,2.769492796784677,2.866173319251738,2.8920357911940364,2.8421339433859045,2.9059328009738117,2.799029636117951,3.2630203058321894,2.849149111409751,2.7806993562747078,2.9570625046731522,3.097289379773169,2.8220248473346117,2.93703658502819,3.0244571381449785,2.7294019738071187,3.059172131791771,2.7746570201551046,3.064512973568261,2.8840656582631876,2.779302651478973,2.8921596932441584,2.9876629375448958,2.9097470522742817,3.1036322254190303,2.9940871871753854,2.890161113021389,2.908503159579078,2.8342474776910374,2.7746656216092385,2.959591997618214,2.8281517069635007
jmp,4,3,2.9783075259434577,3.127401347375481,2.8965392472818317,2.897047945742694,2.906637161424121,2.9168419236674468,3.0392907897828034,2.932485605994593,2.9887789581896547,3.2298279434711024,3.0617982815572686,3.5440042427269027,2.915712767129406,3.1023813970478655,3.063185221103408,2.833807532042163,3.0130371140814,2.944840178058677,3.504007310246725,3.0477835101489608,2.8530319141795712,3.221282820897864,2.6412665425116333,3.141214781808354,2.9989782293191696,2.8242286311519553,3.1459539637345775,3.0435926474759842,3.172878414887842,2.8866324118150737,3.108749105669634,2.8776185270335954,2.954449845886014,2.94374905602248,2.98856656072284,2.881597619639198,3.1664430664408094,2.7362139504144625,3.221400436547111,2.7788886517816453,3.107079516592199,3.2559435371354946,2.939290198813371,2.9916967884274066,3.0747818571627956,3.3722387641261093,2.835512269299138,2.6974425175339007,2.8431966563378537,2.9926900400361105,2.767019910379923,3.1274465270418403,2.9374381513715706,3.1697143078638956,3.351563589246516,2.9772083074597093,3.1627782889205402,2.9287728778731124,2.927213625926655,3.254699128844944,2.8805455533751183,3.0342584334345886,3.1386434211687035,3.0372391630975843,2.7216414952579777,3.1832402783131077,3.0039869895183786,2.8068860804905595,3.192785884067833,2.976237943870823,3.083410591443887,2.956351960175005,3.00994650188193,3.4427321457850675,2.9490960873058594,3.2295157726412427,2.9526613671079134,3.0268234720736196,2.9813192398997153,2.7971226474979964,2.7179130773500213,2.7156580808164996,3.1085765919802477,2.827697484345786,3.0184785777426946,3.357045504939576,2.948933906555427,2.987354071890669,2.922918681403367,2.85468008869994,3.0142050411489545,3.0840961863735394,3.1989627062486106,3.0343623926839864,2.874278708876117,3.151064392517486,3.2490543291393967,3.0466829021932744,3.042090336961135,2.87633831221612
knk,1,0,2.1169456624774408,2.1032759643073193,2.335390298889526,2.1665296132266696,2.251018604504595,2.2798507478807926,2.290702068057321,2.189442297558201,2.223832417550739,2.22212265940097,2.2605164431873654,2.1821571908995234,2.1091061365358055,2.2932032893714536,2.162384719890495,2.188444309632033,2.2863121337270607,2.293570201248446,2.3499240034696656,2.319661955969149,2.2284145335237584,2.277164122399771,2.321762346948586,2.254908318118672,2.2341643220840806,2.2935935432676406,2.176516532087643,2.2251294599514013,2.1928405143986978,2.2121890992582456,2.316839261007444,2.331927515842342,2.239975801151524,2.193819588182296,2.281920435131415,2.254628193046437,2.291701935556069,2.2473364092327732,2.324661175069028,2.426947108263181,2.256186490155703,2.4103492308058945,2.3549115275818,2.294780551167852,2.2057297540446967,2.287772550199186,2.2007605154110177,2.201420224333477,2.22752280894513,2.364327944360471,2.194176135677403,2.243931244252124,2.2205735072673285,2.2163383735939703,2.2569608728023365,2.2139751310652516,2.345722129706564,2.2783977998974656,2.1348190389887534,2.178488679746574,2.199885755195579,2.204820030522668,2.162616398596397,2.310976480103194,2.2938943616224305,2.199705601135876,2.2326120094065405,2.370730213562361,2.3567687390812706,2.091316710967989,2.1815309781412737,2.293388888788437,2.265732178811229,2.24629088735661,2.3646006502385832,2.267452307805569,2.258937182064186,2.3230259492839087,2.1934951603866772,2.330084723534039,2.07703229747448,2.2886650070026597,2.1509120894570444,2.1307322242684767,2.361164415927679,2.1958155788309988,2.263155730050894,2.2299034716918973,2.0441660706150158,2.405161400822145,2.1463248753381876,2.308603500789867,2.321819976776845,2.2721371410746167,2.2996434090923037,2.2824611784065874,2.2278249989540786,2.1023887685623595,2.3185581154518156,2.2607770342585454
knk,1,1,2.691833025309283,2.563421889880841,2.513761610743401,2.5375222110806366,2.6789936546558226,2.709753882973236,2.5478174743244244,2.596354095745579,2.711590021805768,2.7665214408451835,2.5679733850462205,2.4758900824165733,2.467577497232872,2.6135578565946935,2.5553162194661767,2.620683067505344,2.5747801375054835,2.484500402756507,2.62614812185783,2.6450784959645866,2.5383246408826867,2.466249431534176,2.5990558442272644,2.5395689347306627,2.6995355109021673,2.5822597200834245,2.650760335226053,2.772602005285935,2.691488527368926,2.604242916363516,2.5941577697398976,2.8151217152178845,2.7707763332943034,2.5931159557102705,2.4754632633932965,2.6465611974189214,2.745450984640693,2.5776415204749483,2.6652092548591413,2.68880403948847,2.5139345896856904,2.8388463239912562,2.5148984170031663,2.6291869339156455,2.6224524909387346,2.6437139134659278,2.6149280039590717,2.4672301241294234,2.511017191130542,2.6928120520651984,2.565495564962667,2.64551000847159,2.576602837810271,2.5718893256899475,2.6354736382904322,2.687272032003678,2.6154826676201246,2.533969732968735,2.5023453435434764,2.6869954440262886,2.7101886660611565,2.618329176148328,2.718153335231267,2.601803486797523,2.6473668678310682,2.483328894561611,2.515783385381891,2.649762394622852,2.6739890782835505,2.7111723776120424,2.4952752215861436,2.5217473524907166,2.7674085139734443,2.7686584888263246,2.73939927023967,2.5115116052753983,2.798301044256014,2.575534144182287,2.6105628354021717,2.8028208052703585,2.6549730569436005,2.7114272294798054,2.666503795018556,2.70559038338039,2.639715522890881,2.5266750577076813,2.6987209333736493,2.704195470502097,2.7130580470235905,2.60552796043181,2.495040646445642,2.740859317551391,2.7098460898176104,2.559605566558451,2.5244677565613567,2.6174712813791174,2.7556771703062544,2.5720438031015957,2.5780998361787133,2.613169716715771
knk,1,2,2.5904997259458,2.613153389761768,2.4889080879619967,2.598843159310319,2.5712590255171777,2.5314285361206865,2.468615735306734,2.5550775525901446,2.4249391235597004,2.4794741706318777,2.5973470650739747,2.6134111904878417,2.5296646613704565,2.509017386238553,2.4987908768557285,2.445193809630138,2.5981789145602017,2.508138274758795,2.538275451933682,2.537212691798486,2.363823056053684,2.5743878465408527,2.564851939941928,2.4184397724076465,2.6161527875983337,2.5929750711707618,2.5033662940221397,2.55919471390954,2.508864238911444,2.6319290101160173,2.5048845015331636,2.5067173119333925,2.659855799982305,2.544010253021858,2.5809201021713832,2.4377990517905626,2.610252753663988,2.6029039693896463,2.6008887961095093,2.614637670356594,2.5846925743800333,2.609403015997934,2.487509163061061,2.5859258942899928,2.781982473950484,2.402145102404714,2.5090540709024682,2.536989728655769,2.550015061414494,2.6226726700707794,2.4643276054834082,2.6862788843132073,2.459239094452582,2.7759445239863116,2.5766906265165637,2.598581318788926,2.5019817492065246,2.443241770379137,2.4677719398120646,2.5806417033407905,2.4848738437383466,2.552061634202054,2.457612436364665,2.7936585184525,2.524111972343952,2.5911017039315394,2.4179486376946264,2.6068863219910687,2.4338797489170787,2.4777633789773246,2.552874403622887,2.505105654528501,2.67655145594823,2.60899667612659,2.516349036937493,2.4870954921165698,2.632317494077824,2.487002814097288,2.5623966208311604,2.6409739868133255,2.6810105751059052,2.552427876043072,2.492218725193447,2.5655483427864914,2.501790710588929,2.587948930643101,2.5901453003053625,2.5854495355304676,2.683510274954972,2.611567775478727,2.5066650251173153,2.648880339319686,2.7267267572771585,2.5114857776686907,2.5381514135033134,2.59747043292707,2.5826617032991126,2.5761628357968016,2.5301744957465977,2.5581995330004212
knk,1,3,2.5082098246012907,2.538155194989127,2.523371154407549,2.657766045757512,2.6172044556032996,2.623884468558294,2.6169899521105244,2.4759878643729603,2.6133272609125298,2.573866115238338,2.54695523497435,2.610319347806445,2.594495912463676,2.573476999464104,2.585055055282621,2.4807039639212194,2.4812106887407333,2.5020199670237626,2.5487531315521252,2.4704599323952094,2.4392663913053827,2.3730805715532894,2.5747379201085017,2.4452672792998964,2.43165313167305,2.4042235807932917,2.5214343123400202,2.493650230763627,2.685330303161821,2.581108569321176,2.393244221288778,2.520668849212813,2.608509247266289,2.5804884280887435,2.47388546572736,2.417049556186541,2.4986600796297935,2.4838374174484557,2.3857867204588805,2.4173238014448972,2.587784520741029,2.622187596267056,2.556995719607227,2.5381546021971673,2.6206659578759255,2.5751901782302062,2.6098661844037547,2.6240687928825617,2.5835238378809557,2.6334524273440056,2.4912509021414984,2.614368911872336,2.510642437077013,2.461651068225532,2.4314510821516575,2.36562062701052,2.565797237044089,2.5774607767990756,2.605452437683075,2.6271648514724637,2.649650670933954,2.57526213303356,2.8097287289482993,2.4638322400693906,2.3875994325452035,2.3833080503059096,2.5239003321069755,2.4489350609102445,2.481790284687104,2.602662147290535,2.5077684255636106,2.6678085892273065,2.536613203418439,2.5210375020969424,2.6341468958394776,2.6205727355201986,2.721976477118004,2.5577657370894435,2.546141333857056,2.451460707870508,2.6386257692233017,2.479497606353059,2.4739784788423944,2.449200136247078,2.693315317904144,2.522142734185072,2.6145545968294144,2.580552054059586,2.501271273396722,2.6123300619938794,2.4951864190999933,2.6870036636496404,2.570684698042168,2.403531935358031,2.5607249112722066,2.5969186149359644,2.478813367347562,2.487240085527177,2.739331892421905,2.774097971309042
knk,2,0,2.2608277443718787,2.1780988940483503,2.3431074382255437,2.2680219823605334,2.29794045200957,2.2068278818038665,2.1598452734608995,2.191315180052306,2.172124367799494,2.170704746597698,2.332020929786034,2.174544487485704,2.1503736043470942,2.190094361612132,2.1682127111606446,2.277601032488274,2.311609050627816,2.3303381259238938,2.3591797663110197,2.1964896072416287,2.229639950927913,2.220487222817024,2.39012272304919,2.266522498895097,2.230313492254794,2.1863611336122006,2.203898426901556,2.1877936988168063,2.421984260300795,2.125067750783783,2.1496850559894005,2.1710055229815644,2.2267026482493435,2.131915231915154,2.2536024264181593,2.271345489698791,2.162901981619415,2.29264708342373,2.2915996518809187,2.2655373784777035,2.3510619155751464,2.3829477469307534,2.3249072443370817,2.406133261112921,2.302912774666619,2.381958173245518,2.3367932804151437,2.19482469823562,2.2700656774895713,2.2747000925979064,2.2855758907988117,2.323149116753971,2.139509864218153,2.362717496818101,2.226269248081877,2.250470069017164,2.2419197589717226,2.2293168664421974,2.221092969873892,2.179758715477309,2.3908374280535756,2.2635908159601046,2.3182867634701685,2.264282026187808,2.37530715332685,2.328449905678089,2.336231880500794,2.26262668028562,2.3068468721539084,2.3575481502563918,2.2321239418600074,2.2049442653477396,2.329430487385671,2.197476642295398,2.218912935816597,2.315710998378899,2.208217404801772,2.3623971444467915,2.22970620993069,2.228487751443833,2.2307925878633466,2.196856830003081,2.292702142792111,2.183006936030717,2.178435208242476,2.2356605612675784,2.2401844156979642,2.288452996170131,2.169592799562963,2.3350899222930983,2.110550799734934,2.2739023820450237,2.3862094663948366,2.3103911654628897,2.3566215114237505,2.229503599542911,2.307432401244479,2.3447537517788,2.2760912842868093,2.3272757740180965
knk,2,1,2.9610131416402643,2.988886214148799,3.008887441415555,3.0080531536328423,2.9441416779332634,2.9553632631502893,3.0080137173588692,3.3064389850579534,2.9429903167953397,2.8238530866922025,2.896924045238418,3.260344021684054,2.9069074810784428,2.9327305154248458,3.3230848052659274,3.34837301114823,2.8987061849854214,3.1877934426993555,3.09266553045235,3.227361472616371,2.891720316777449,2.7433297558607403,3.0472101827413423,2.9867331953948852,2.7624898107020055,2.8959109712327296,3.105372722370649,3.5234786307243815,2.8546083533623934,2.986425354635406,3.1037955978860086,3.091402654171005,2.943013128760558,2.9713396287494844,3.2495859314260636,3.257260123797505,3.118815632961806,2.881406762698272,3.0975101038026924,2.765714864575014,2.8624583357812172,3.1721191235909636,3.271797321252602,2.9321516533019514,3.008360508730154,2.799899481799979,3.0704798612951087,2.8609263317140767,3.277372686082612,3.119049361206777,2.983471706217146,3.4945864807587337,3.194218337770132,3.382129144241094,3.3034919366080437,3.1730870874967265,3.191079405288117,3.0637346257296993,2.853705313989901,2.76383676083161,2.9391078562390347,3.117782716877542,2.9953793685397767,2.9578207799483063,3.2134553242983244,2.9419086244701615,2.9401510709494536,3.2080303805738897,3.01862648362856,2.961785610946815,3.005636269208031,2.8893895555583793,3.1434562948322258,2.9692714683004513,3.1208677939894964,3.2308743993078797,3.327821070296984,2.8166084319824645,3.015891130380129,3.078549374892765,3.210512187750627,3.06592004711126,2.9051970073456452,2.7341262438828178,3.5205086718765575,3.0949829064547307,2.996332482238066,2.914717495811311,2.9318952809095684,3.047642793940482,2.95309661606321,3.1459422820034186,3.1368908506473163,2.7883598815284953,2.975806885818849,3.206075351765661,3.1559140087053983,3.064042101066282,3.0582327235867703,3.132034428954746
knk,2,2,3.0131882454672234,3.0058726027616274,3.173679447435069,3.1549247258941717,3.0441742342443403,3.148315235420042,3.043734436410867,3.147334005572072,2.963917726692835,3.098467893867908,3.041164924790549,3.469464755637492,3.2459066056974044,3.400894943306541,3.3095737526089195,3.240252181112926,2.909352491377322,3.4390962966079432,2.9964454905439974,3.0649796103261586,3.0462326212159616,3.1086597915185163,2.697965146529291,3.005191741897975,3.3289704482580955,3.1055403133399264,3.1136663660734585,3.252752939374384,3.0318688368332984,3.13795848017215,2.9377339768945325,2.9540352750442262,2.9783095939299793,3.207172167578798,3.2006789172260586,3.170644467347221,2.9832840800282447,2.943788963022491,3.277346184498101,3.0452457227594105,3.173797664983847,3.2115914336685156,3.1409997289160545,3.4430859269334837,3.1654464151999315,2.85291830609549,3.2273585012488013,3.230351352495277,3.2699575850695384,3.054960219481136,3.4352765878474463,3.2421338672066247,3.4588539132463603,3.3713172917859584,3.1540059709757426,3.199292383336573,3.2467089744866775,3.240461514455066,3.2665978122346213,3.0131019915733246,3.323842896477627,3.19864894894831,3.3676824749078604,3.092114872033726,2.9631511168379774,3.346325814962,3.0217499833324717,3.1750223218808706,2.99855584409167,3.4035680597960196,3.259753316547899,3.069760100682116,2.9740504264694514,3.1317826005371714,2.8912516398650614,3.5331810286142917,3.3306268421716356,3.18151837394002,3.2446117131818646,2.893668397630529,3.2913697538309363,3.2268931019683054,3.0573859446097824,3.097856313994565,3.115495074040664,2.7835682035557205,3.0957195639626307,2.94321122008909,3.1050657000218616,3.1669781120701543,3.2055979690577106,2.97785979538829,3.1992983349136885,3.0741742328387978,3.181390575958394,3.2800072457265896,2.947212743846761,2.9308757978048763,3.2135298018097216,3.521391094958294
knk,2,3,3.2171968684384846,3.001137765868365,3.1266454993185495,3.1823148259859737,3.0000133388998904,3.0006499033619143,3.207640505018087,2.6824699552645814,3.0922559981725444,3.1879242679877837,3.471844829902678,3.1917158303482607,3.0988320454045866,3.480860745500423,3.101457066148319,3.0114487819052753,2.8818868787241834,3.417558659722262,3.3278282802607,3.257619677362937,3.182836156608738,3.08402302654432,3.2573589976194293,3.1462436415190735,3.3867620682295163,2.941122213646374,3.149451672443396,3.037361820920274,3.203886674188787,3.42785749709188,3.1501017054890363,2.9127971993298396,3.0014009923347866,2.8588324133078786,3.020964990344445,3.7414858876981576,3.1491975031262927,3.1622508997633307,2.946096310731112,2.9193830513903247,3.146708857838736,2.96805077024359,2.941348190061982,3.1941790257928395,3.2486920717241023,3.2430009451823705,3.197042324381505,2.9799390917895807,3.20701886872697,3.0335880279903686,3.0099847843740832,3.306802845146526,3.2169918750527486,3.006869516152355,3.1356767932815233,3.276175469251465,3.3002090209138757,3.0705923353043856,2.8590588184839523,2.8982163032280477,3.0455503518941835,2.8246112244330703,3.4992872780585818,2.7588677588538535,2.8522361587526,3.0134895849345265,3.5820502881684897,3.0920342813308785,3.06375121686734,3.037491267660083,3.086752280973117,3.1707663717981918,3.2701235499557617,2.9304343456278104,3.2472232219214034,3.560372868545544,3.0364278772810347,2.857216204252216,2.869941305865664,2.9288972422899104,3.8610451383654607,3.2705610603430193,2.976587154393418,3.4854793912478215,3.4960132794382006,2.7942578311595265,2.8880348777845435,3.1754514502849345,3.1044973721120477,3.056151355025355,3.4181912067785154,3.165923130044806,3.085806938450923,3.0807152030576277,3.185976222511789,3.0942142831819575,3.022778806995768,2.8970723607156357,3.224821003307998,3.403968637313536
knk,4,0,2.1083686464566647,2.3122350936720606,2.3046990722381677,2.294254447837008,2.2372128303114263,2.2449813168699855,2.4401873314225044,2.370274586874136,2.240844743942312,2.1891804896470664,2.218224143790854,2.4375175699810128,2.3263776982052913,2.2483151934007353,2.241332528211653,2.2657858714684664,2.2937989151561986,2.2311772337641838,2.228385645570415,2.3393570570255586,2.2935577182760203,2.247011275462021,2.3788899261463077,2.4129708229807325,2.3800267477684613,2.3581970329893296,2.1523927912594876,2.1197007162762977,2.3240284620126674,2.3479758130682375,2.3141106121112287,2.23913900409184,2.2246237654997296,2.2012079198509937,2.326049942918839,2.1925254272907004,2.2996571992332155,2.296425850621125,2.2387732872202584,2.274763940184034,2.3506443089520164,2.2908398231586107,2.1597064098223107,2.251044241978362,2.3593111207821114,2.4397760207206245,2.1889621448018133,2.268118550864962,2.191328544951443,2.2511508738352273,2.2021318218183947,2.2894676543222636,2.2423388784560085,2.251140402307125,2.2906235832292845,2.172369340778955,2.3376215335269452,2.2490397193730396,2.275223134894966,2.1566808135214783,2.307369873390086,2.2174556117207804,2.4286533163099104,2.2628228319818624,2.249996694299907,2.4343041383001953,2.1794198709544323,2.288593767932386,2.1739565131813787,2.2973921798891843,2.1763760576880222,2.347799606835572,2.24963019032409,2.3460354131932633,2.3769039520553923,2.446637731081428,2.2997210261749252,2.2244095323943975,2.1659608046933605,2.4042952773261237,2.250847995504427,2.198141115294967,2.2518630254855223,2.277472527716353,2.350092862931186,2.2435659774458676,2.3676362805921434,2.2087363868405667,2.3034509640463012,2.283698757160217,2.2899479790608606,2.2805286205269866,2.212418434872735,2.3916446747330347,2.275940653682903,2.2540044799037156,2.2458075387405056,2.323187399677506,2.287131620523998,2.3339952649482565
knk,4,1,3.099812542445482,2.9066622058155906,3.246045302867265,3.2065150812046284,3.0433760840826416,2.8278778740380885,3.27306602797476,3.0133166707514882,2.783307451602897,3.0696209092284037,2.9724301807760827,2.832391449364677,2.9328496934120643,3.0481628270236807,2.878227041062537,2.7593661114656434,3.2440800231305813,2.87547481704003,3.158991544755682,3.2009683982631136,2.92570514870989,2.9821585884858273,3.229873351346737,3.4155057322252005,2.8582812228999375,3.1931569288249433,3.046346353402849,2.7809681781750797,3.033722699543477,3.3707934223264866,2.9003809430049468,3.0848449377161167,3.1588760466189783,3.014987795363819,3.0586958534007254,3.1129600409920393,2.9282410963225383,3.219079794350281,3.06312508500523,3.3034142817559937,2.8116645986965123,3.1751748153653496,3.237294173945063,3.1405559583531306,2.9958793422829073,2.9511483443143924,3.327661886379967,2.9179901682226226,2.9167828163061387,2.982642615720781,2.7434512817060135,3.0752732429048173,3.182746002357647,2.9089621602766726,3.4008230514159186,2.962034762103016,2.8606772354480428,2.9962888106990593,2.973240096615055,3.0407028887065164,3.07225391409573,2.753110352809283,3.243802533127629,3.13371833043963,3.144416951212988,2.970815329975407,2.859151261110909,3.14849068583663,2.8697365442342533,2.8427926061355593,2.9104654886366688,3.100079027999486,3.0523980911697346,3.1283987208722346,3.142797932935475,3.32668024300612,2.6539293385076435,3.0614967440733767,3.0009082624228594,3.116841976957437,2.8082945783232516,2.9486154727472793,2.978834859011737,2.990659236027036,3.403486249136586,2.7967531772579584,3.025131359667044,3.4291086763403493,2.9815482688286106,3.053205910017067,2.8398717420327375,3.0250868820355743,3.297239384213415,3.2232065002853347,2.9769899425267927,3.365574427968777,3.111445657732256,2.9024122169643234,3.2241647793324733,3.071698490795128
knk,4,2,3.063705986486381,3.04804898654913,3.0987877582960968,2.811006197274678,3.0092053300587778,3.064153590562161,3.2683251705371212,3.031356235999021,3.125952796200622,2.9549128422668045,2.8903702307098422,2.962792390082437,3.0457724562883883,3.0351349024377363,2.8883089533582607,3.224502657934157,3.0969526061720645,3.0656994224294416,3.2151600606623223,3.0495285673524677,2.9450126509091032,2.884115266835952,3.0081107688466706,3.0291108736841976,2.874003978980798,3.0874052930435436,3.1135673216361615,2.957624047533072,3.101405983391885,3.138713117010709,3.327787077292665,3.125721015225856,2.81565479486673,3.0522539741663057,3.248256600053157,3.0070483545462174,2.9549039509064388,3.219442656146247,3.092398461285221,3.200624573863624,2.9240409464849972,3.0531794689149243,2.94340741326798,3.288631499298692,2.8905751074022747,2.8995910576466155,2.891681091735074,3.2077711999744483,2.840898757651529,3.0893309927217016,2.8748930216760504,3.193228802233426,2.9544977448059075,3.250894367551705,2.9513561468506095,3.187830394482264,3.271584476507998,2.9427223576522104,2.868808618164511,3.02342599683756,3.035221645315918,3.0544690933771554,2.883256272888902,3.336067860582474,2.9804160514491427,3.0840530752427395,3.2137312478085844,3.1484687868969243,2.9585787647801896,2.8295239371005585,3.214864455400968,2.9929797312164217,3.219968902093776,3.0077022880120348,3.1754598425552243,2.9099924842451057,3.0483608153761,2.733388375251747,2.8923010278242622,3.1020441738119833,3.21875355711071,3.173226201512993,3.0176878900700266,2.9323308957963263,3.0721331584062077,2.803651022023031,2.9541589646402477,2.951184221626632,3.1577141682043757,3.2024941272227503,2.8584102040994024,3.1118844996364348,2.967932123346954,3.0551424291620206,2.992267753967712,2.961578093460866,3.141572254149599,2.9185291692985196,3.067889920611369,3.419730272292845
knk,4,3,2.7278904501036907,2.8973163399051516,2.9514311417953065,3.0163414290696284,2.9667149440848855,2.970866195591368,3.16112395172901,3.337280644522964,3.095680005421514,3.0763329203332033,2.9414992486101124,3.1578925900806416,3.216307033697009,3.152098010563023,2.9308666906591014,2.9330009871159253,3.124071529001085,2.8292244567295337,2.8622100499834526,2.9677573180135624,2.952655045411784,2.9258988094605205,3.236619051951182,3.3338859873748463,3.105658319568492,2.8342324869924584,3.0543141488900174,2.799966733896526,3.0987075543456224,2.712973904880866,2.9661216441908107,2.98403583580968,2.8330707208761603,3.1380961109850185,2.734904843026405,2.8470816381640036,3.198979198594465,3.0656117621766383,3.1720818696085162,3.1097129961475627,2.832254553983858,3.1878097484104138,3.1888573142033017,2.926425510996381,3.1859379780616366,2.8099675819981957,2.9048918941899515,2.8410169810755024,3.0654048780691587,3.0842293736234265,3.018472260023872,2.986583184688167,2.8778715464690947,2.7047271439655467,3.4953697392026677,2.9744396145500813,2.9767545281678687,3.1133503800881033,2.8663575928001532,3.1247779738041834,3.184726523377827,2.9837730573264,2.9566671219488465,3.0019623000021345,2.7655664551561605,3.2132492653415037,2.971746673130117,3.0354446538580357,3.1612499823875413,3.0572274057002025,2.8993840942354954,3.158562200782921,3.0807181464969844,3.2411695731762515,2.9453549695234233,3.903113477959544,2.650422416877225,2.6782554898858595,3.0697573611703053,2.7567147928166285,3.1402758849704395,3.1418074780749135,3.1196059497710693,2.8095912582082696,3.3422243077965508,3.1594789773342127,2.9435395039482435,3.154355386216176,2.905628024503095,3.165547050171803,3.2173170333880465,2.9353169004537794,2.8505248870837137,2.7803072429110176,3.0764544635230044,3.2070678478657624,2.9702310444052675,2.9549243599242274,2.8355052558344886,2.9187995272817298
smo,1,0,3.0302112855524306,2.874569754463808,3.577605565802343,3.130493310894837,3.431692655133088,3.4935604535966633,3.2587366186945648,3.1936178362729573,3.1874258989004027,3.093020849878901,3.4251225407409605,3.149079542011006,2.9092963268012055,3.294741016898635,3.1656375847204523,3.1512364022296953,3.3195246585305593,3.448612433607042,3.5660464315054297,3.505458257587486,3.2574519032388753,3.384188947642368,3.454164658655732,3.2994694456219342,3.2486822525804357,3.3031533021050534,3.2236991218899598,3.2948418016389223,3.2172688058561563,3.285976953940817,3.4067990583807504,3.56019174736966,3.2330300292559477,3.1037015066002676,3.4854482590436957,3.256679581770217,3.3851336937017713,3.33505754190741,3.5773150181382833,3.6456422313960184,3.3962149722320945,3.8087058034618324,3.4882707627561262,3.493766389314321,3.327071373453374,3.394700331400257,3.174302882112921,3.097994819014239,3.243690938161913,3.50109960757924,3.105232584573701,3.2680258099358706,3.3441804394328063,3.3161976550406247,3.4086124720491098,3.3135218201264447,3.4869658691182135,3.2674593605039743,2.9683495663037838,3.0419054979641955,3.1998979052812264,3.146227982385896,3.105970509530217,3.453422055274181,3.4334621450785208,3.1586736765879273,3.311286396022173,3.6119154802967333,3.613558135378595,2.963352131383326,3.105937210768336,3.458682208070004,3.522687464977198,3.1561423372843955,3.3859339015288716,3.2535125651499346,3.341159999083949,3.46682505455207,3.1298668402182113,3.548584619832063,2.954031041273555,3.477060569870523,3.1366743036588614,3.0718317391121546,3.4200335774843906,3.2194483321276275,3.230971955769731,3.3213533526263257,2.7987571782605434,3.74741046131572,2.9991585820625675,3.546166938352431,3.5044504532105507,3.310998313886925,3.5331765900013252,3.469228509032337,3.2675376868519774,3.084156506299636,3.4739162626588334,3.312663412396111
