Stopping Criterion,Distribution,MC/QMC,abs_tol,solution,n_samples,time
CLT,IIDStdUniform,MC,0.01780000000000001,2.1772759858310287,150339.0,0.06217411366681821
CLT,IIDStdUniform,MC,0.01800000000000001,2.1778229006227563,147062.0,0.062435758666348797
CLT,IIDStdUniform,MC,0.018200000000000008,2.179001589983088,143892.0,0.05931612766653416
CLT,IIDStdUniform,MC,0.018400000000000007,2.1789417207020043,140826.0,0.060261549666999294
CLT,IIDStdUniform,MC,0.018600000000000005,2.1785905216572132,137857.0,0.0605358533339313
CLT,IIDStdUniform,MC,0.01880000000000001,2.179789450567616,134983.0,0.057780705332940364
CLT,IIDStdUniform,MC,0.01900000000000001,2.178821401761988,132199.0,0.0546428653330319
CLT,IIDStdUniform,MC,0.01920000000000001,2.179332216638346,129502.0,0.054477745999975014
CLT,IIDStdUniform,MC,0.019400000000000008,2.180307555093896,126887.0,0.053296129000348934
CLT,IIDStdUniform,MC,0.019600000000000006,2.17994216653543,124353.0,0.05252812000010939
CLT,IIDStdUniform,MC,0.019800000000000005,2.1801029087560218,121894.0,0.051541954333515605
CLT,IIDStdUniform,MC,0.02000000000000001,2.179878525482306,119510.0,0.049242012333100625
CLT,IIDStdUniform,MC,0.02020000000000001,2.1802433077540795,117195.0,0.04943662766648534
CLT,IIDStdUniform,MC,0.02040000000000001,2.1800187296141624,114948.0,0.04853142933340374
CLT,IIDStdUniform,MC,0.020600000000000007,2.1803990203634838,112767.0,0.046988058333226945
CLT,IIDStdUniform,MC,0.020800000000000006,2.1798244836146927,110648.0,0.04528136299995822
CLT,IIDStdUniform,MC,0.02100000000000001,2.1808774396065935,108589.0,0.04581806799978949
CLT,IIDStdUniform,MC,0.02120000000000001,2.180878247000587,106588.0,0.044158602000000734
CLT,IIDStdUniform,MC,0.02140000000000001,2.1800050792127577,104643.0,0.04364398966633113
CLT,IIDStdUniform,MC,0.021600000000000008,2.178936502924737,102752.0,0.04299574633356921
CLT,IIDStdUniform,MC,0.021800000000000007,2.1802787299908166,100913.0,0.04110609500094142
CLT,IIDStdUniform,MC,0.022000000000000013,2.1810079111287877,99124.0,0.04198763866709972
CLT,IIDStdUniform,MC,0.02220000000000001,2.182105500751829,97382.0,0.040665685666681384
CLT,IIDStdUniform,MC,0.02240000000000001,2.184367099868085,95688.0,0.03936678966723169
CLT,IIDStdUniform,MC,0.02260000000000001,2.1855352874093934,94038.0,0.0402950163334026
CLT,IIDStdUniform,MC,0.022800000000000008,2.186730318633022,92431.0,0.03899374300029498
CLT,IIDStdUniform,MC,0.023000000000000007,2.1872971166580073,90866.0,0.03755194966652198
CLT,IIDStdUniform,MC,0.023200000000000012,2.186692992532138,89341.0,0.03713847766690984
CLT,IIDStdUniform,MC,0.02340000000000001,2.1868474456995095,87855.0,0.03735767800026224
CLT,IIDStdUniform,MC,0.02360000000000001,2.1901972317092606,86407.0,0.036685562334241695
CLT,IIDStdUniform,MC,0.02380000000000001,2.19100714994194,84995.0,0.036380214000018896
CLT,IIDStdUniform,MC,0.024000000000000007,2.1918518043225803,83619.0,0.03526803133293773
CLT,IIDStdUniform,MC,0.024200000000000013,2.1920200784249904,82276.0,0.0353814223332544
CLT,IIDStdUniform,MC,0.024400000000000012,2.1934278338661644,80966.0,0.034418472333224294
CLT,IIDStdUniform,MC,0.02460000000000001,2.1915292527684227,79688.0,0.03402939600042979
CLT,IIDStdUniform,MC,0.02480000000000001,2.190861374982347,78441.0,0.03439385699978933
CLT,IIDStdUniform,MC,0.02500000000000001,2.1900552124831356,77224.0,0.03240397900056754
CLT,IIDStdUniform,MC,0.025200000000000014,2.189837600265332,76035.0,0.03261496699997224
CLT,IIDStdUniform,MC,0.025400000000000013,2.188787022433037,74874.0,0.03169707700059613
CLT,IIDStdUniform,MC,0.02560000000000001,2.188266004688722,73741.0,0.03178002100018299
CLT,IIDStdUniform,MC,0.02580000000000001,2.189615708521925,72634.0,0.0314251793333824
CLT,IIDStdUniform,MC,0.02600000000000001,2.1887155935460996,71552.0,0.030490029667513834
CLT,IIDStdUniform,MC,0.026200000000000008,2.189225758398458,70495.0,0.031149476333666826
CLT,IIDStdUniform,MC,0.026400000000000014,2.1893204066005696,69462.0,0.030917070000214153
CLT,IIDStdUniform,MC,0.026600000000000013,2.1891261161316278,68452.0,0.030092719667057583
CLT,IIDStdUniform,MC,0.02680000000000001,2.1885650731599973,67465.0,0.029240355666236912
CLT,IIDStdUniform,MC,0.02700000000000001,2.186651287513011,66499.0,0.02912183000080404
CLT,IIDStdUniform,MC,0.02720000000000001,2.186645188663633,65555.0,0.02919761699983307
CLT,IIDStdUniform,MC,0.027400000000000015,2.185401484153691,64631.0,0.029477554999781812
CLT,IIDStdUniform,MC,0.027600000000000013,2.185330997698873,63727.0,0.028426004999952664
CLT,IIDStdUniform,MC,0.027800000000000012,2.1821115657830203,62843.0,0.028254172332405385
CLT,IIDStdUniform,MC,0.02800000000000001,2.180791786799029,61978.0,0.027179783000368236
CLT,IIDStdUniform,MC,0.02820000000000001,2.1815042285547843,61131.0,0.028206498000145075
CLT,IIDStdUniform,MC,0.028400000000000016,2.180828725731281,60301.0,0.028083589332406216
CLT,IIDStdUniform,MC,0.028600000000000014,2.180222331129858,59489.0,0.027450777000315913
CLT,IIDStdUniform,MC,0.028800000000000013,2.183064168226233,58694.0,0.02734542433305857
CLT,IIDStdUniform,MC,0.029000000000000012,2.183242007393753,57916.0,0.026204566999998253
CLT,IIDStdUniform,MC,0.02920000000000001,2.183007188556371,57153.0,0.025556216999878718
CLT,IIDStdUniform,MC,0.02940000000000001,2.183617507762305,56406.0,0.025406828000389698
CLT,IIDStdUniform,MC,0.029600000000000015,2.1817485900382168,55674.0,0.024994297666732262
CLT,IIDStdUniform,MC,0.029800000000000014,2.1820626796800653,54956.0,0.024867725667112
CLT,IIDStdUniform,MC,0.030000000000000013,2.1818629239015395,54253.0,0.0244134026664445
CLT,IIDStdUniform,MC,0.03020000000000001,2.181902131838845,53564.0,0.024061166332709643
CLT,IIDStdUniform,MC,0.03040000000000001,2.1822906438435297,52889.0,0.02374498266666099
CLT,IIDStdUniform,MC,0.030600000000000016,2.1825236986693457,52226.0,0.02352853166667046
CLT,IIDStdUniform,MC,0.030800000000000015,2.184693895817169,51577.0,0.023345191333646653
CLT,IIDStdUniform,MC,0.031000000000000014,2.182975241757291,50940.0,0.023454425000333384
CLT,IIDStdUniform,MC,0.031200000000000012,2.1843274877110366,50315.0,0.02216516800035606
CLT,IIDStdUniform,MC,0.03140000000000001,2.1845782553237343,49702.0,0.022560749333327596
CLT,IIDStdUniform,MC,0.03160000000000002,2.184045215723303,49101.0,0.022394070666147552
CLT,IIDStdUniform,MC,0.031800000000000016,2.183629103483826,48511.0,0.02196721066623771
CLT,IIDStdUniform,MC,0.032000000000000015,2.18367857722607,47932.0,0.021601689000817714
CLT,IIDStdUniform,MC,0.03220000000000001,2.1845059755938094,47363.0,0.02180779300033464
CLT,IIDStdUniform,MC,0.03240000000000001,2.1867436874141952,46806.0,0.02133762899999662
CLT,IIDStdUniform,MC,0.03260000000000001,2.186014628896568,46258.0,0.02116591933372547
CLT,IIDStdUniform,MC,0.03280000000000002,2.186710406886967,45721.0,0.020732861000093788
CLT,IIDStdUniform,MC,0.033000000000000015,2.187863393562494,45193.0,0.02084452533320776
CLT,IIDStdUniform,MC,0.033200000000000014,2.187519465150781,44675.0,0.020620048000030995
CLT,IIDStdUniform,MC,0.03340000000000001,2.190206864814301,44166.0,0.02039889500035012
CLT,IIDStdUniform,MC,0.03360000000000002,2.1901562381890636,43666.0,0.020162465666847613
CLT,IIDStdUniform,MC,0.03380000000000002,2.1915778208345893,43175.0,0.020303917666145328
CLT,IIDStdUniform,MC,0.034000000000000016,2.1903557314343876,42692.0,0.020157360666416935
CLT,IIDStdUniform,MC,0.034200000000000015,2.190025595304433,42218.0,0.01924691400017764
CLT,IIDStdUniform,MC,0.034400000000000014,2.188905816410927,41753.0,0.01963194733313382
CLT,IIDStdUniform,MC,0.03460000000000002,2.1894658539197165,41295.0,0.019331479000053758
CLT,IIDStdUniform,MC,0.03480000000000002,2.187795323389482,40845.0,0.01924003399957049
CLT,IIDStdUniform,MC,0.03500000000000002,2.1861519846704502,40403.0,0.01872894700015119
CLT,IIDStdUniform,MC,0.035200000000000016,2.186656100563748,39969.0,0.018832311999479618
CLT,IIDStdUniform,MC,0.035400000000000015,2.184729391205028,39541.0,0.018383269999806846
CLT,IIDStdUniform,MC,0.03560000000000002,2.1827128112126823,39121.0,0.018642053332465974
CLT,IIDStdUniform,MC,0.03580000000000002,2.1832257828873147,38708.0,0.01831388799958707
CLT,IIDStdUniform,MC,0.03600000000000002,2.181499771872792,38302.0,0.018813176999174175
CLT,IIDStdUniform,MC,0.03620000000000002,2.1808630940009803,37902.0,0.017780831333463237
CLT,IIDStdUniform,MC,0.036400000000000016,2.1825610861098883,37509.0,0.017392868667229777
CLT,IIDStdUniform,MC,0.036600000000000014,2.1820556792214436,37123.0,0.017540845999974408
CLT,IIDStdUniform,MC,0.03680000000000002,2.1856175483288007,36743.0,0.017678244666361326
CLT,IIDStdUniform,MC,0.03700000000000002,2.1857343028672997,36369.0,0.017267802333662985
CLT,IIDStdUniform,MC,0.03720000000000002,2.186483538404837,36001.0,0.017358156999762286
CLT,IIDStdUniform,MC,0.03740000000000002,2.183810761302913,35639.0,0.016850115000124788
CLT,IIDStdUniform,MC,0.037600000000000015,2.1809853872828966,35282.0,0.016512735333283974
CLT,IIDStdUniform,MC,0.03780000000000002,2.179658711663264,34931.0,0.016206807666700723
CLT,IIDStdUniform,MC,0.03800000000000002,2.179677346255104,34586.0,0.01644696000039403
CLT,IIDStdUniform,MC,0.03820000000000002,2.1770745457483662,34246.0,0.016630093999992823
CLT,IIDStdUniform,MC,0.03840000000000002,2.176925877946359,33912.0,0.01654351700017287
CLT,IIDStdUniform,MC,0.038600000000000016,2.176229263242533,33583.0,0.017492606665958494
CLT,IIDStdUniform,MC,0.038800000000000015,2.1737527339424343,33258.0,0.016925363666208188
CLT,IIDStdUniform,MC,0.03900000000000002,2.173342420372159,32939.0,0.016772189999755938
CLT,IIDStdUniform,MC,0.03920000000000002,2.17493080456038,32625.0,0.01578685633285204
CLT,IIDStdUniform,MC,0.03940000000000002,2.1754570952383983,32315.0,0.01495653200072411
CLT,IIDStdUniform,MC,0.03960000000000002,2.174435523398865,32010.0,0.015598669333485304
CLT,IIDStdUniform,MC,0.039800000000000016,2.1735880304067345,31710.0,0.015994984332792228
CLT,IIDStdUniform,MC,0.04000000000000002,2.1727450940325137,31414.0,0.015540454667037315
CLT,IIDStdUniform,MC,0.04020000000000002,2.173603309156492,31122.0,0.014176211333203051
CLT,IIDStdUniform,MC,0.04040000000000002,2.17267210275012,30835.0,0.015149913665785183
CLT,IIDStdUniform,MC,0.04060000000000002,2.1720008891146065,30552.0,0.015526719332531988
CLT,IIDStdUniform,MC,0.04080000000000002,2.1712423092946107,30273.0,0.015001469999939824
CLT,IIDStdUniform,MC,0.04100000000000002,2.172681661866569,29999.0,0.014614418999068826
CLT,IIDStdUniform,MC,0.04120000000000002,2.17473907348109,29728.0,0.014530371666599725
CLT,IIDStdUniform,MC,0.04140000000000002,2.174682879339587,29461.0,0.012950716000583876
CLT,IIDStdUniform,MC,0.04160000000000002,2.1744596137448546,29198.0,0.013867372999811778
CLT,IIDStdUniform,MC,0.04180000000000002,2.1753179790155865,28939.0,0.012053791000046962
CLT,IIDStdUniform,MC,0.04200000000000002,2.1750172175309275,28684.0,0.012515868000264163
CLT,IIDStdUniform,MC,0.04220000000000002,2.1763749211983408,28432.0,0.011425340999873393
CLT,IIDStdUniform,MC,0.04240000000000002,2.1767409763012604,28183.0,0.012495630999789379
CLT,IIDStdUniform,MC,0.04260000000000002,2.1770583695218506,27939.0,0.012686985666732653
CLT,IIDStdUniform,MC,0.04280000000000002,2.1784064323838024,27697.0,0.011340341333076745
CLT,IIDStdUniform,MC,0.04300000000000002,2.177926296187971,27459.0,0.01140599633254169
CLT,IIDStdUniform,MC,0.04320000000000002,2.1781081212848963,27224.0,0.013939054999961323
CLT,IIDStdUniform,MC,0.04340000000000002,2.178196276962925,26993.0,0.010606902333165635
CLT,IIDStdUniform,MC,0.04360000000000002,2.1759556159893285,26765.0,0.011831292666708274
CLT,IIDStdUniform,MC,0.04380000000000002,2.1738730013810357,26539.0,0.010341279000082674
CLT,IIDStdUniform,MC,0.04400000000000002,2.175494742738401,26317.0,0.010908513666436193
CLT,IIDStdUniform,MC,0.044200000000000024,2.177949872926859,26098.0,0.010868434332830171
CLT,IIDStdUniform,MC,0.04440000000000002,2.175474325335052,25882.0,0.011549307332946531
CLT,IIDStdUniform,MC,0.04460000000000002,2.1746111381451025,25669.0,0.010040793667333977
CLT,IIDStdUniform,MC,0.04480000000000002,2.1772182233212973,25458.0,0.010893267666688189
CLT,IIDStdUniform,MC,0.04500000000000002,2.1774786916495565,25251.0,0.010443543000292266
CLT,IIDStdUniform,MC,0.04520000000000002,2.1764990513525118,25046.0,0.011233989667137697
CLT,IIDStdUniform,MC,0.045400000000000024,2.1783109466217567,24844.0,0.010935928000132359
CLT,IIDStdUniform,MC,0.04560000000000002,2.181376070038654,24644.0,0.009494399333561887
CLT,IIDStdUniform,MC,0.04580000000000002,2.1816615395837733,24447.0,0.010636611666389703
CLT,IIDStdUniform,MC,0.04600000000000002,2.181541049827966,24253.0,0.010688071333788685
CLT,IIDStdUniform,MC,0.04620000000000002,2.181312102644505,24061.0,0.010251735999797043
CLT,IIDStdUniform,MC,0.046400000000000025,2.180799152827085,23872.0,0.010381888666718927
CLT,IIDStdUniform,MC,0.04660000000000002,2.1794037203173033,23685.0,0.010919907332815152
CLT,IIDStdUniform,MC,0.04680000000000002,2.180574406833494,23500.0,0.010224123333197591
CLT,IIDStdUniform,MC,0.04700000000000002,2.179061765778934,23318.0,0.009612101666789385
CLT,IIDStdUniform,MC,0.04720000000000002,2.1761832574718523,23138.0,0.009920571333471647
CLT,IIDStdUniform,MC,0.047400000000000025,2.1760889920289803,22961.0,0.00906468799985305
CLT,IIDStdUniform,MC,0.047600000000000024,2.1750002960666586,22785.0,0.011409850666192748
CLT,IIDStdUniform,MC,0.04780000000000002,2.1747818761449675,22612.0,0.008850188666353157
CLT,IIDStdUniform,MC,0.04800000000000002,2.1719516851934157,22441.0,0.010686373666734047
CLT,IIDStdUniform,MC,0.04820000000000002,2.1714056657757443,22272.0,0.008759338667005068
CLT,IIDStdUniform,MC,0.048400000000000026,2.1699231384729996,22105.0,0.01052788666614409
CLT,IIDStdUniform,MC,0.048600000000000025,2.169467660429579,21941.0,0.008627106667214926
CLT,IIDStdUniform,MC,0.048800000000000024,2.167866444629533,21778.0,0.01052551600029498
CLT,IIDStdUniform,MC,0.04900000000000002,2.166565067900269,21617.0,0.008481213999402826
CLT,IIDStdUniform,MC,0.04920000000000002,2.1675709939459193,21458.0,0.010617628334633386
CLT,IIDStdUniform,MC,0.04940000000000002,2.1666250037977868,21302.0,0.008436424333922332
CLT,IIDStdUniform,MC,0.049600000000000026,2.16650826662401,21147.0,0.010713273000267995
CLT,IIDStdUniform,MC,0.049800000000000025,2.1662775960486824,20994.0,0.008507282666566121
CLT,IIDStdUniform,MC,0.050000000000000024,2.164931672148852,20842.0,0.010334847333069774
CLT,IIDStdUniform,MC,0.05020000000000002,2.16517528327803,20693.0,0.008285864667413989
CLT,IIDStdUniform,MC,0.05040000000000002,2.166369912981349,20545.0,0.010921898999489107
CLT,IIDStdUniform,MC,0.05060000000000003,2.1660136720680305,20399.0,0.008188378333215951
CLT,IIDStdUniform,MC,0.050800000000000026,2.1686202725452373,20255.0,0.010096597667143214
CLT,IIDStdUniform,MC,0.051000000000000024,2.1686545846525376,20112.0,0.008416029000121247
CLT,IIDStdUniform,MC,0.05120000000000002,2.167205357343175,19972.0,0.00980490733369758
CLT,IIDStdUniform,MC,0.05140000000000002,2.1661771321618466,19832.0,0.009186659667345035
CLT,IIDStdUniform,MC,0.05160000000000002,2.167105796964515,19695.0,0.009385761000279066
CLT,IIDStdUniform,MC,0.05180000000000003,2.166118334492363,19559.0,0.008268158000040179
CLT,IIDStdUniform,MC,0.052000000000000025,2.1667716553890743,19424.0,0.008437610333203338
CLT,IIDStdUniform,MC,0.052200000000000024,2.1710749633443656,19291.0,0.008899786000256427
CLT,IIDStdUniform,MC,0.05240000000000002,2.1706159906501754,19160.0,0.009523196666123113
CLT,IIDStdUniform,MC,0.05260000000000002,2.170459272982237,19030.0,0.007997719999669547
CLT,IIDStdUniform,MC,0.05280000000000003,2.1681365724895176,18902.0,0.009587405666631335
CLT,IIDStdUniform,MC,0.053000000000000026,2.167091182140606,18775.0,0.008237462667239015
CLT,IIDStdUniform,MC,0.053200000000000025,2.1676067011119695,18649.0,0.008063383666618998
CLT,IIDStdUniform,MC,0.053400000000000024,2.1681424777555818,18525.0,0.008602715666711447
CLT,IIDStdUniform,MC,0.05360000000000002,2.169470293657608,18403.0,0.009282401667102627
CLT,IIDStdUniform,MC,0.05380000000000003,2.1700208730910426,18281.0,0.00783668999914274
CLT,IIDStdUniform,MC,0.05400000000000003,2.1712714676587206,18161.0,0.008488931999333241
CLT,IIDStdUniform,MC,0.054200000000000026,2.172099722437377,18042.0,0.007896668666944606
CLT,IIDStdUniform,MC,0.054400000000000025,2.17079523287406,17925.0,0.009010387665815264
CLT,IIDStdUniform,MC,0.054600000000000024,2.1690303573304806,17809.0,0.00816340033391801
CLT,IIDStdUniform,MC,0.05480000000000003,2.169668222797357,17694.0,0.007767682999959409
CLT,IIDStdUniform,MC,0.05500000000000003,2.168144989405772,17581.0,0.007569194667060704
CLT,IIDStdUniform,MC,0.05520000000000003,2.168423579949663,17468.0,0.009553728667015093
CLT,IIDStdUniform,MC,0.055400000000000026,2.168464758946977,17357.0,0.007692893999774242
CLT,IIDStdUniform,MC,0.055600000000000024,2.1669894688791396,17247.0,0.008197564332779924
CLT,IIDStdUniform,MC,0.05580000000000002,2.1655248175224253,17138.0,0.007913998999962738
CLT,IIDStdUniform,MC,0.05600000000000003,2.164751924700425,17031.0,0.008854686332900505
CLT,IIDStdUniform,MC,0.05620000000000003,2.166675960622976,16924.0,0.008162513999801982
CLT,IIDStdUniform,MC,0.056400000000000027,2.1669183823471037,16819.0,0.00747677266675358
CLT,IIDStdUniform,MC,0.056600000000000025,2.1653614255699947,16715.0,0.008535424666964294
CLT,IIDStdUniform,MC,0.056800000000000024,2.167593867598698,16612.0,0.007396033666736912
CLT,IIDStdUniform,MC,0.05700000000000003,2.1693091756218794,16510.0,0.007360315333547381
CLT,IIDStdUniform,MC,0.05720000000000003,2.1686030187914778,16409.0,0.008409587999873716
CLT,IIDStdUniform,MC,0.05740000000000003,2.1687147653179624,16309.0,0.007404386332685438
CLT,IIDStdUniform,MC,0.057600000000000026,2.168846155169042,16210.0,0.007229826000184403
CLT,IIDStdUniform,MC,0.057800000000000025,2.167838661210526,16112.0,0.008241223333849726
CLT,IIDStdUniform,MC,0.058000000000000024,2.165518583100886,16015.0,0.007648628000121486
CLT,IIDStdUniform,MC,0.05820000000000003,2.164572703904313,15919.0,0.007247936000567279
CLT,IIDStdUniform,MC,0.05840000000000003,2.1649981072614293,15825.0,0.008443001666819328
CLT,IIDStdUniform,MC,0.05860000000000003,2.162376521238711,15731.0,0.0074535820003802655
CLT,IIDStdUniform,MC,0.058800000000000026,2.161611407265655,15638.0,0.0072005803334225975
CLT,IIDStdUniform,MC,0.059000000000000025,2.161594671249261,15546.0,0.008508387332767597
CLT,IIDStdUniform,MC,0.05920000000000003,2.163933318707397,15455.0,0.007262792666248667
CLT,IIDStdUniform,MC,0.05940000000000003,2.1659036124839908,15365.0,0.007145552667376857
CLT,IIDStdUniform,MC,0.05960000000000003,2.165315126372325,15275.0,0.008335469333057214
CLT,IIDStdUniform,MC,0.05980000000000003,2.1627928882902676,15187.0,0.007013892332906835
CLT,IIDStdUniform,MC,0.060000000000000026,2.1619373699688325,15100.0,0.0080508120002681
