abs_tol,CLT_IIDStdUniform,CLT_IIDStdGaussian,CLTRep_Lattice,CLTRep_Sobol,MeanMC_g_IIDStdUniform,MeanMC_g_IIDStdGaussian,CubLattice_g,CubSobol_g
0.002,5.3646220206666655,1.6715442070000013,0.02379450833333389,0.029904950333333364,6.835741840333333,1.8778647806666673,0.018771021333328974,0.03604039233333367
0.0022,3.9038516196666655,1.3629152429999987,0.01507952399999605,0.028193500999999326,4.612501874333333,1.5898546679999963,0.013677734333337336,0.030957996333332478
0.0024000000000000002,3.327672905000005,1.1960142116666599,0.013831209333332595,0.02842250533333394,3.954803122333331,1.3859909473333356,0.01372048599999213,0.033877389666670865
0.0026000000000000003,2.8612859180000023,1.0865272879999992,0.013378613333330236,0.02652255599999857,3.430156224333331,1.2245778529999995,0.015198058999999375,0.03220578333333416
0.0028000000000000004,2.5653032456666645,0.9486341143333353,0.015049130666663283,0.026125321666673546,2.9907748976666633,1.1053388923333405,0.014100906666679217,0.030455795333343378
0.0030000000000000005,2.2424995180000074,1.0321121603333363,0.015020682999998295,0.017963370666668272,2.6708367973333416,1.0017469879999983,0.014975571333318763,0.030825393666664997
0.0032000000000000006,1.9991525750000012,0.8240900743333365,0.013945588333352058,0.016035178333330197,2.375021832999996,0.9195086986666752,0.008041967000015878,0.03128092599999377
0.0034000000000000007,1.8152998909999951,0.783590869666663,0.013717222999986234,0.015784330333332264,2.136216699333327,0.857031356333323,0.008547142999996519,0.032406298333341965
0.0036000000000000008,1.6399481216666534,0.7082708133333332,0.013753350666670864,0.018644031333328332,1.9245036160000002,0.7859843333333268,0.00784939433332473,0.033087221333336934
0.003800000000000001,1.5139722070000043,0.6670753433333422,0.01583876566667186,0.018915142333336615,1.7787198846666759,0.7510190113333314,0.009375047333340566,0.03052237933332928
0.004000000000000001,1.4016603906666585,0.6306856023333296,0.00818600200000219,0.015843437333330712,1.6427283546666633,0.7064864593333292,0.009550537999984954,0.03136156433331886
0.004200000000000001,1.2967999313333394,0.6104547930000118,0.00834616566665621,0.016291316666638522,1.508506331333327,0.6791925253333299,0.010387726666673794,0.031100341666672193
0.004400000000000001,1.2140619673333315,0.593164857666674,0.008224885666663795,0.018339487666651166,1.420570186999991,0.6618029323333493,0.008088924000010897,0.016615488999984034
0.004600000000000002,1.1430713526666523,0.5621561376666667,0.008765067666653673,0.015900701333312856,1.3318188676666598,0.623267794666655,0.008288129333341962,0.017129303666668722
0.004800000000000001,1.0664397036666742,0.5742443723333395,0.008893366666654856,0.016908847333354515,1.2378902639999865,0.5943100006666479,0.009667820666663829,0.016547736999996232
0.005000000000000001,1.0110586270000113,0.5405816920000083,0.01766237433334557,0.017634195999979358,1.1827625070000067,0.5722588126666702,0.007843449666684895,0.01672760333332235
0.0052000000000000015,0.9380675746666801,0.5203944550000111,0.023512704333332596,0.01605965399998392,1.1162946870000117,0.5635284210000009,0.008520751666670398,0.0160802610000322
0.005400000000000002,0.8891882933333287,0.5137483599999845,0.028804539999991146,0.017767318666661442,1.0461696923333268,0.5407533263333448,0.01038638833333986,0.015952766666638734
0.005600000000000002,0.8520725190000084,0.4952652486666693,0.03644638666670138,0.017103900666673628,0.987654396333331,0.5297135073333266,0.016501119333327097,0.016459419000000253
0.005800000000000001,0.8046744126666757,0.4842641113333457,0.040259067999992716,0.016667756333352674,0.9423437703333283,0.5374535039999842,0.017838842333333105,0.015996373000007225
0.006000000000000002,0.7584627623333139,0.48364521966666035,0.045384584333343504,0.018273768666669337,0.892885759999975,0.5135374789999977,0.030912373333345993,0.018112309333332632
0.006200000000000002,0.7307460309999669,0.4810813793333182,0.0456193909999835,0.017743448666673583,0.8620443063333406,0.5091263576666544,0.033678636333320355,0.018824720333327605
0.006400000000000002,0.6994783259999812,0.4674805973333302,0.04409935233335697,0.023866991999985505,0.8302605433333193,0.4985560133333327,0.03542701300000317,0.01735585000002023
0.006600000000000002,0.6902497370000068,0.46037458633331124,0.045413857999998676,0.0202296256666538,0.8923607263333603,0.45227842899998905,0.038189377666678105,0.018368942333343814
0.006800000000000002,0.7197587903333252,0.44429295233332294,0.04598290066667232,0.02938769366666823,0.764053228000023,0.4717830806666636,0.018643474666665345,0.01658231200000652
0.007000000000000003,0.6381091939999995,0.42836403333332856,0.045321531666672854,0.024163319000005384,0.7135007629999942,0.47313868566665934,0.015504699000018718,0.031992259666651535
0.007200000000000002,0.6506057126666747,0.41773975433333516,0.04419242100001005,0.03132971833332476,0.7500261450000115,0.46856943100001064,0.04432590366667455,0.028388182999985172
0.007400000000000002,0.6184268909999938,0.39411481100000856,0.04479178966668466,0.027764717666684646,0.728782300666675,0.4671043933333294,0.044993699666671695,0.02678570866665571
0.007600000000000003,0.5900619143333378,0.37798474200002374,0.046319815666663544,0.033825544333315825,0.7067333906666704,0.4457616643333229,0.04482235333332104,0.03371022033331883
0.007800000000000003,0.5870660526666711,0.37746845633334186,0.044052773333324545,0.019050822333326778,0.7506835246666507,0.45049822866667455,0.045219821000008174,0.03570872900000192
0.008000000000000004,0.5658580880000083,0.3178838410000064,0.04564322566665169,0.04173892833332123,0.6590822266666502,0.43673994866666516,0.04500748766666144,0.03857711966666481
0.008200000000000002,0.5497594866666494,0.30456537699997926,0.046129016999979434,0.043189510000009555,0.634489457666651,0.42761290333334045,0.044842533000007734,0.04111463199999813
0.008400000000000003,0.5420061829999933,0.286920609000011,0.04583931500000441,0.04438585666667905,0.5979187933333302,0.39226033199999694,0.042521801333350595,0.042041035333321965
0.008600000000000003,0.5132546000000199,0.2772179926666543,0.04508228299999928,0.04748044833333628,0.5862304846666765,0.37497729133334207,0.043500303333322186,0.04553945433334169
0.008800000000000002,0.49938176533333944,0.26286511466666224,0.04528843433331531,0.04916994566665759,0.568489042333321,0.35971618500000585,0.043684989333352554,0.048546262000002116
0.009000000000000003,0.48775449866665593,0.2514561110000007,0.04346763099999862,0.05147435566662276,0.5576120989999822,0.32660549533333477,0.04410614233332429,0.04140026933331834
0.009200000000000003,0.47788282099999907,0.23483675100000787,0.04529616833334179,0.050718043666658254,0.5447771236666578,0.3137947780000066,0.044603261999990686,0.04151067300000477
0.009400000000000004,0.4674172836666912,0.22422114000001633,0.044787726333330134,0.05109384099999185,0.532550651333319,0.2993876586666602,0.04426717933334127,0.0414567533333449
