abs_tol,CLT_IIDStdUniform,CLT_IIDStdGaussian,CLTRep_Lattice,CLTRep Sobol,MeanMC_g IIDStdUniform,MeanMC_g IIDStdGaussian,CubLattice_g
0.019600000000000006,124353.0,125845.0,256.0,256.0,173950.0,175823.0,1024.0
0.019800000000000005,121894.0,123356.0,256.0,256.0,170863.0,172699.0,1024.0
0.02000000000000001,119510.0,120942.0,256.0,256.0,167869.0,169668.0,1024.0
0.02020000000000001,117195.0,118600.0,256.0,256.0,164962.0,166726.0,1024.0
0.02040000000000001,114948.0,116326.0,256.0,256.0,162140.0,163870.0,1024.0
0.020600000000000007,112767.0,114117.0,256.0,256.0,159399.0,161096.0,1024.0
0.020800000000000006,110648.0,111973.0,256.0,256.0,156737.0,158401.0,1024.0
0.02100000000000001,108589.0,109889.0,256.0,256.0,154150.0,155783.0,1024.0
0.02120000000000001,106588.0,107864.0,256.0,256.0,151636.0,153238.0,1024.0
0.02140000000000001,104643.0,105895.0,256.0,256.0,149191.0,150764.0,1024.0
0.021600000000000008,102752.0,103981.0,256.0,256.0,146815.0,148359.0,1024.0
0.021800000000000007,100913.0,102119.0,256.0,256.0,144504.0,146019.0,1024.0
0.022000000000000013,99124.0,100308.0,256.0,256.0,142255.0,143743.0,1024.0
0.02220000000000001,97382.0,98545.0,256.0,256.0,140067.0,141528.0,1024.0
0.02240000000000001,95688.0,96830.0,256.0,256.0,137937.0,139373.0,1024.0
0.02260000000000001,94038.0,95160.0,256.0,256.0,135865.0,137274.0,1024.0
0.022800000000000008,92431.0,93534.0,256.0,256.0,133846.0,135231.0,1024.0
0.023000000000000007,90866.0,91949.0,256.0,256.0,131880.0,133241.0,1024.0
0.023200000000000012,89341.0,90406.0,256.0,256.0,129966.0,131303.0,1024.0
0.02340000000000001,87855.0,88902.0,256.0,256.0,128100.0,129415.0,1024.0
0.02360000000000001,86407.0,87436.0,256.0,256.0,126283.0,127574.0,1024.0
0.02380000000000001,84995.0,86007.0,256.0,256.0,124511.0,125781.0,1024.0
0.024000000000000007,83619.0,84614.0,256.0,256.0,122784.0,124032.0,1024.0
0.024200000000000013,82276.0,83255.0,256.0,256.0,121101.0,122328.0,1024.0
0.024400000000000012,80966.0,81929.0,256.0,256.0,119459.0,120665.0,1024.0
0.02460000000000001,79688.0,80635.0,256.0,256.0,117857.0,119044.0,1024.0
0.02480000000000001,78441.0,79373.0,256.0,256.0,116295.0,117463.0,1024.0
0.02500000000000001,77224.0,78141.0,256.0,256.0,114772.0,115919.0,1024.0
0.025200000000000014,76035.0,76938.0,256.0,256.0,113285.0,114414.0,1024.0
0.025400000000000013,74874.0,75763.0,256.0,256.0,111834.0,112944.0,1024.0
0.02560000000000001,73741.0,74616.0,256.0,256.0,110417.0,111510.0,1024.0
0.02580000000000001,72634.0,73495.0,256.0,256.0,109035.0,110110.0,1024.0
0.02600000000000001,71552.0,72400.0,256.0,256.0,107685.0,108743.0,1024.0
0.026200000000000008,70495.0,71330.0,256.0,256.0,106367.0,107408.0,1024.0
0.026400000000000014,69462.0,70284.0,256.0,256.0,105080.0,106104.0,1024.0
0.026600000000000013,68452.0,69262.0,256.0,256.0,103823.0,104831.0,1024.0
0.02680000000000001,67465.0,68263.0,256.0,256.0,102595.0,103587.0,1024.0
0.02700000000000001,66499.0,67285.0,256.0,256.0,101395.0,102372.0,1024.0
0.02720000000000001,65555.0,66329.0,256.0,256.0,100223.0,101184.0,1024.0
0.027400000000000015,64631.0,65394.0,256.0,256.0,99078.0,100024.0,1024.0
0.027600000000000013,63727.0,64480.0,256.0,256.0,97959.0,98890.0,1024.0
0.027800000000000012,62843.0,63585.0,256.0,256.0,96865.0,97782.0,1024.0
0.02800000000000001,61978.0,62709.0,256.0,256.0,95796.0,96699.0,1024.0
0.02820000000000001,61131.0,61851.0,256.0,256.0,94751.0,95640.0,1024.0
0.028400000000000016,60301.0,61012.0,256.0,256.0,93730.0,94605.0,1024.0
0.028600000000000014,59489.0,60190.0,256.0,256.0,92731.0,93593.0,1024.0
0.028800000000000013,58694.0,59385.0,256.0,256.0,91755.0,92603.0,1024.0
0.029000000000000012,57916.0,58597.0,256.0,256.0,90800.0,91636.0,1024.0
0.02920000000000001,57153.0,57825.0,256.0,256.0,89867.0,90689.0,1024.0
0.02940000000000001,56406.0,57069.0,256.0,256.0,88954.0,89764.0,1024.0
0.029600000000000015,55674.0,56328.0,256.0,256.0,88061.0,88859.0,1024.0
0.029800000000000014,54956.0,55602.0,256.0,256.0,87188.0,87973.0,1024.0
0.030000000000000013,54253.0,54890.0,256.0,256.0,86334.0,87108.0,1024.0
0.03020000000000001,53564.0,54193.0,256.0,256.0,85499.0,86261.0,1024.0
0.03040000000000001,52889.0,53509.0,256.0,256.0,84683.0,85432.0,1024.0
0.030600000000000016,52226.0,52838.0,256.0,256.0,83884.0,84622.0,1024.0
0.030800000000000015,51577.0,52181.0,256.0,256.0,83102.0,83829.0,1024.0
0.031000000000000014,50940.0,51536.0,256.0,256.0,82338.0,83054.0,1024.0
0.031200000000000012,50315.0,50904.0,256.0,256.0,81590.0,82295.0,1024.0
0.03140000000000001,49702.0,50283.0,256.0,256.0,80859.0,81553.0,1024.0
0.03160000000000002,49101.0,49675.0,256.0,256.0,80144.0,80827.0,1024.0
0.031800000000000016,48511.0,49077.0,256.0,256.0,79444.0,80116.0,1024.0
0.032000000000000015,47932.0,48491.0,256.0,256.0,78760.0,79422.0,1024.0
0.03220000000000001,47363.0,47916.0,256.0,256.0,78091.0,78742.0,1024.0
0.03240000000000001,46806.0,47352.0,256.0,256.0,77436.0,78077.0,1024.0
0.03260000000000001,46258.0,46798.0,256.0,256.0,76796.0,77427.0,1024.0
