abs_tol,CLT_IIDStdUniform,CLT_IIDStdGaussian,CLTRep_Lattice,CLTRep_Sobol,MeanMC_g_IIDStdUniform,MeanMC_g_IIDStdGaussian,CubLattice_g
0.002,2.1683189442878428,2.1686360999557333,2.168342361117419,2.1682651215445947,2.1685859182555953,2.1689376162621734,2.1680879350488045
0.0022,2.1687078730102525,2.168175590170219,2.1685765385594578,2.1682651215445947,2.1683661598219994,2.1686069165161515,2.1680879350488045
0.0024000000000000002,2.1682576372574593,2.1681876274408034,2.1685765385594578,2.1682651215445947,2.168674807462571,2.1681577662862366,2.1680879350488045
0.0026000000000000003,2.1683988326963464,2.1684353208466085,2.1685765385594578,2.1682651215445947,2.168496388085759,2.168372716913604,2.1680879350488045
0.0028000000000000004,2.168210043695224,2.168343422902328,2.1685765385594578,2.1682651215445947,2.168390449419234,2.168500039104318,2.1680879350488045
0.0030000000000000005,2.1681764862023027,2.1678677847518917,2.1685765385594578,2.1682651215445947,2.167940327777708,2.1685169179290766,2.1680879350488045
0.0032000000000000006,2.1678168755955625,2.167897555819428,2.1685765385594578,2.1682651215445947,2.168269697228251,2.167840309121998,2.168137901457205
0.0034000000000000007,2.1674788527465405,2.16793432605798,2.1685765385594578,2.1682651215445947,2.1680582830880084,2.1677525754361366,2.168137901457205
0.0036000000000000008,2.168303914501171,2.167854771669552,2.1685765385594578,2.1682651215445947,2.1675264974270845,2.1678521216943842,2.168137901457205
0.003800000000000001,2.1684533179336394,2.168350422379983,2.1685765385594578,2.1682651215445947,2.1673488023319307,2.167919088094525,2.168137901457205
0.004000000000000001,2.168921186206798,2.167698597710143,2.1694312397013036,2.1682651215445947,2.1681711832738952,2.1677989428124973,2.168137901457205
0.004200000000000001,2.168805913315189,2.167233576452263,2.1694312397013036,2.166983776019691,2.1684794179102123,2.1682872129076345,2.168137901457205
0.004400000000000001,2.169373725677643,2.1665865579937087,2.1694312397013036,2.166983776019691,2.168784640336082,2.1679535683317135,2.168137901457205
0.004600000000000002,2.1688737369638997,2.1669715460226686,2.1694312397013036,2.166983776019691,2.1691149727686843,2.167400545580543,2.168137901457205
0.004800000000000001,2.1690787040659365,2.1675470915152135,2.1694312397013036,2.166983776019691,2.1693150142194697,2.1673976473373107,2.168137901457205
0.005000000000000001,2.1691591886575248,2.168313710581389,2.1694312397013036,2.166983776019691,2.1693274598664214,2.1667260920503892,2.168137901457205
0.0052000000000000015,2.1694134812321426,2.1679479456555533,2.1694312397013036,2.166983776019691,2.168574311379941,2.167334718439904,2.168137901457205
0.005400000000000002,2.169254752127107,2.1686309002755757,2.1694312397013036,2.166983776019691,2.1692392486040757,2.1678974050535946,2.168137901457205
0.005600000000000002,2.1692939019370954,2.168737963114622,2.1694312397013036,2.166983776019691,2.1690418479880003,2.168084310881127,2.168137901457205
0.005800000000000001,2.1688385523737983,2.1682264541444742,2.1694312397013036,2.166983776019691,2.169327850754246,2.1679166287401994,2.168238858010109
0.006000000000000002,2.168984627275995,2.1677349295696353,2.1694312397013036,2.166983776019691,2.1693559661483657,2.1687600145937016,2.168238858010109
0.006200000000000002,2.168977142228602,2.1674815834584926,2.1694312397013036,2.166983776019691,2.1691095883403175,2.168443878143898,2.168238858010109
0.006400000000000002,2.1689514035126662,2.1676563569059613,2.1694312397013036,2.166983776019691,2.169509301788194,2.16836917193248,2.168238858010109
0.006600000000000002,2.1690575959449045,2.167337613110973,2.1694312397013036,2.166983776019691,2.169191181770282,2.1678264248645003,2.168238858010109
0.006800000000000002,2.1695511135484855,2.1676545417335573,2.1694312397013036,2.166983776019691,2.169048313215083,2.1677553146586277,2.168238858010109
0.007000000000000003,2.1688383524654222,2.1689789782421482,2.1694312397013036,2.166983776019691,2.1686020504422805,2.167492243726012,2.168238858010109
0.007200000000000002,2.1691564195793065,2.169627810521304,2.1694312397013036,2.166983776019691,2.1691709571723274,2.167720650740844,2.168238858010109
0.007400000000000002,2.169236194628496,2.170519647934029,2.1694312397013036,2.166983776019691,2.1691488158705217,2.167324420519493,2.168238858010109
0.007600000000000003,2.169344623435902,2.1699337689185705,2.1694312397013036,2.166983776019691,2.169473917488886,2.1673800655879347,2.168238858010109
0.007800000000000003,2.1710252744263627,2.1701552412539686,2.1694312397013036,2.166983776019691,2.1692348188906725,2.1687005738173544,2.168238858010109
0.008000000000000004,2.1710896602545313,2.169724633829319,2.1694312397013036,2.166983776019691,2.169402024953942,2.1696980472729135,2.168238858010109
