n,d,a,p2,n_candidates,exact
509,184,129,1.917176103396e-02,254,1
509,185,129,1.917553230022e-02,254,1
509,186,129,1.917886973981e-02,254,1
509,187,129,1.918382182263e-02,254,1
509,188,129,1.918740769894e-02,254,1
509,189,129,1.919204379007e-02,254,1
509,190,129,1.919517663458e-02,254,1
509,191,129,1.919904078678e-02,254,1
509,192,129,1.920515777458e-02,254,1
509,193,129,1.921045680201e-02,254,1
509,194,129,1.921385383295e-02,254,1
509,195,129,1.921746792822e-02,254,1
509,196,129,1.922071500041e-02,254,1
509,197,129,1.922493023417e-02,254,1
509,198,129,1.923422059386e-02,254,1
509,199,129,1.923842197890e-02,254,1
509,200,129,1.924160890355e-02,254,1
509,201,129,1.924516222065e-02,254,1
509,202,129,1.924922624303e-02,254,1
509,203,129,1.925190395488e-02,254,1
509,204,129,1.925518821913e-02,254,1
509,205,129,1.925790175959e-02,254,1
509,206,129,1.926078422773e-02,254,1
509,207,129,1.926464229513e-02,254,1
509,208,129,1.926721630848e-02,254,1
509,209,129,1.927075406227e-02,254,1
509,210,129,1.927317991530e-02,254,1
509,211,129,1.927583749373e-02,254,1
509,212,129,1.927819419380e-02,254,1
509,213,129,1.928100760061e-02,254,1
509,214,129,1.928317827718e-02,254,1
509,215,129,1.928569722822e-02,254,1
509,216,129,1.928799213509e-02,254,1
509,217,129,1.929143690923e-02,254,1
509,218,129,1.929402610190e-02,254,1
509,219,129,1.929672133669e-02,254,1
509,220,129,1.929898523010e-02,254,1
509,221,129,1.930329859310e-02,254,1
509,222,129,1.930575233136e-02,254,1
509,223,129,1.930835094129e-02,254,1
509,224,129,1.931468357719e-02,254,1
509,225,129,1.931732265424e-02,254,1
509,226,129,1.932226156432e-02,254,1
509,227,129,1.932464924425e-02,254,1
509,228,129,1.932703248096e-02,254,1
509,229,129,1.932927701433e-02,254,1
509,230,129,1.933131526950e-02,254,1
509,231,129,1.933349722476e-02,254,1
509,232,129,1.933602835110e-02,254,1
509,233,129,1.933809724669e-02,254,1
509,234,129,1.934052403407e-02,254,1
509,235,129,1.934277745845e-02,254,1
509,236,129,1.934622963338e-02,254,1
509,237,129,1.934844976890e-02,254,1
509,238,129,1.935283369417e-02,254,1
509,239,129,1.935587004010e-02,254,1
509,240,129,1.935816405503e-02,254,1
509,241,129,1.936024337121e-02,254,1
509,242,129,1.936246313570e-02,254,1
509,243,129,1.936539735388e-02,254,1
509,244,129,1.936758279097e-02,254,1
509,245,129,1.936971650329e-02,254,1
509,246,129,1.937161866452e-02,254,1
509,247,129,1.937350758384e-02,254,1
509,248,129,1.937544129787e-02,254,1
509,249,129,1.937763219313e-02,254,1
509,250,129,1.937936257986e-02,254,1
512,1,1,1.254985097354e-05,128,1
512,2,149,1.897014718508e-04,128,1
512,3,119,8.400790881700e-04,128,1
512,4,187,1.937072409192e-03,128,1
512,5,187,3.453106610260e-03,128,1
512,6,187,4.420225464905e-03,128,1
512,7,227,5.822960781207e-03,128,1
512,8,227,6.917576988066e-03,128,1
512,9,227,7.634822843634e-03,128,1
512,10,227,8.187197333512e-03,128,1
512,11,227,8.881816394695e-03,128,1
512,12,227,9.389223946056e-03,128,1
512,13,227,1.052402679594e-02,128,1
512,14,201,1.139348133395e-02,128,1
512,15,201,1.184267187336e-02,128,1
512,16,201,1.227353182162e-02,128,1
512,17,201,1.257559762512e-02,128,1
512,18,183,1.291764155952e-02,128,1
512,19,201,1.325696554462e-02,128,1
512,20,183,1.352822769873e-02,128,1
512,21,183,1.372065852854e-02,128,1
512,22,183,1.409665741594e-02,128,1
512,23,183,1.428780185600e-02,128,1
512,24,43,1.448066517281e-02,128,1
512,25,43,1.463205436922e-02,128,1
512,26,43,1.482580323404e-02,128,1
512,27,43,1.499823445590e-02,128,1
512,28,43,1.512398286845e-02,128,1
512,29,43,1.527227174924e-02,128,1
512,30,43,1.539487143157e-02,128,1
512,31,43,1.551138281261e-02,128,1
512,32,43,1.562348740491e-02,128,1
512,33,43,1.572210407405e-02,128,1
512,34,43,1.602975014600e-02,128,1
512,35,43,1.615983279664e-02,128,1
512,36,43,1.625809970854e-02,128,1
512,37,43,1.634936963263e-02,128,1
512,38,43,1.641654788865e-02,128,1
512,39,43,1.649180485635e-02,128,1
512,40,43,1.656793004553e-02,128,1
512,41,43,1.663022638626e-02,128,1
512,42,43,1.669139716470e-02,128,1
512,43,43,1.675086089920e-02,128,1
512,44,43,1.681298282930e-02,128,1
512,45,43,1.687269399081e-02,128,1
512,46,43,1.692483592886e-02,128,1
512,47,43,1.698270904019e-02,128,1
512,48,43,1.703503980644e-02,128,1
512,49,43,1.707767146547e-02,128,1
512,50,43,1.716497052126e-02,128,1
512,51,43,1.721451645267e-02,128,1
512,52,43,1.726147480213e-02,128,1
512,53,43,1.731584430685e-02,128,1
512,54,43,1.734834403437e-02,128,1
512,55,43,1.738576073314e-02,128,1
512,56,43,1.743455110020e-02,128,1
512,57,43,1.746481335247e-02,128,1
512,58,43,1.750327320772e-02,128,1
512,59,43,1.754248950462e-02,128,1
512,60,43,1.758425729532e-02,128,1
512,61,43,1.761439631654e-02,128,1
512,62,43,1.765555801004e-02,128,1
512,63,43,1.768669512893e-02,128,1
512,64,43,1.771192928103e-02,128,1
512,65,43,1.776657674606e-02,128,1
512,66,43,1.779863951111e-02,128,1
512,67,43,1.782996244222e-02,128,1
512,68,43,1.785409093457e-02,128,1
512,69,43,1.787779476164e-02,128,1
512,70,43,1.789997261303e-02,128,1
512,71,43,1.792262752498e-02,128,1
512,72,43,1.794084437361e-02,128,1
512,73,43,1.796295583953e-02,128,1
512,74,43,1.798142019303e-02,128,1
512,75,43,1.800640358446e-02,128,1
512,76,43,1.802706004930e-02,128,1
512,77,43,1.804563599256e-02,128,1
512,78,43,1.807136664471e-02,128,1
512,79,43,1.809503223878e-02,128,1
512,80,43,1.811247539609e-02,128,1
512,81,43,1.812915183425e-02,128,1
512,82,43,1.814983650674e-02,128,1
512,83,43,1.816572668112e-02,128,1
512,84,43,1.819609167475e-02,128,1
512,85,43,1.821971825095e-02,128,1
512,86,43,1.823470220140e-02,128,1
512,87,43,1.826361515533e-02,128,1
512,88,43,1.827849382895e-02,128,1
512,89,43,1.829260291760e-02,128,1
512,90,43,1.830875452867e-02,128,1
512,91,43,1.832506433344e-02,128,1
512,92,43,1.834380297466e-02,128,1
512,93,43,1.835869766838e-02,128,1
512,94,43,1.837128943662e-02,128,1
512,95,43,1.838325186959e-02,128,1
512,96,43,1.841881531377e-02,128,1
512,97,43,1.843571812853e-02,128,1
512,98,43,1.846191570610e-02,128,1
512,99,43,1.847685793047e-02,128,1
512,100,43,1.848857292211e-02,128,1
512,101,43,1.850007311724e-02,128,1
512,102,43,1.851676333332e-02,128,1
512,103,43,1.852784372161e-02,128,1
512,104,43,1.854050802545e-02,128,1
512,105,43,1.854951630062e-02,128,1
512,106,43,1.856102651350e-02,128,1
512,107,43,1.856991596165e-02,128,1
512,108,43,1.858607765139e-02,128,1
512,109,43,1.859785391888e-02,128,1
512,110,43,1.860774576708e-02,128,1
512,111,43,1.862328821666e-02,128,1
512,112,43,1.863323450916e-02,128,1
512,113,43,1.864430267518e-02,128,1
512,114,43,1.866218749186e-02,128,1
512,115,43,1.867084014435e-02,128,1
512,116,43,1.867943887723e-02,128,1
512,117,43,1.868813466876e-02,128,1
512,118,43,1.869658397870e-02,128,1
512,119,43,1.871184807816e-02,128,1
512,120,43,1.872834997954e-02,128,1
512,121,43,1.873662233379e-02,128,1
512,122,43,1.874617234287e-02,128,1
512,123,43,1.875542346959e-02,128,1
512,124,43,1.876279344027e-02,128,1
512,125,43,1.876961429942e-02,128,1
512,126,43,1.877648549524e-02,128,1
512,127,43,1.878252680774e-02,128,1
512,128,43,1.878910646606e-02,128,1
512,129,43,1.892345245279e-02,128,1
512,130,43,1.896066599440e-02,128,1
512,131,43,1.898062333805e-02,128,1
512,132,43,1.899394353004e-02,128,1
512,133,43,1.900409164807e-02,128,1
512,134,43,1.901294775328e-02,128,1
512,135,43,1.902242729313e-02,128,1
512,136,43,1.903069197021e-02,128,1
512,137,43,1.903779343123e-02,128,1
512,138,43,1.904445569129e-02,128,1
512,139,43,1.905108501586e-02,128,1
512,140,43,1.905742574805e-02,128,1
512,141,43,1.906374885592e-02,128,1
512,142,43,1.907029380635e-02,128,1
512,143,43,1.907590144636e-02,128,1
512,144,43,1.908236304284e-02,128,1
512,145,43,1.908775209930e-02,128,1
512,146,43,1.909353321605e-02,128,1
512,147,43,1.910076400344e-02,128,1
512,148,43,1.910614676852e-02,128,1
512,149,43,1.911122710669e-02,128,1
512,150,43,1.911948855729e-02,128,1
512,151,43,1.912488962225e-02,128,1
512,152,43,1.913039500521e-02,128,1
512,153,43,1.913528356976e-02,128,1
512,154,43,1.914162781110e-02,128,1
512,155,43,1.914762330625e-02,128,1
512,156,43,1.915240931790e-02,128,1
512,157,43,1.915815539614e-02,128,1
512,158,43,1.916320907681e-02,128,1
512,159,43,1.916824336317e-02,128,1
512,160,43,1.917330954077e-02,128,1
512,161,43,1.917801194252e-02,128,1
512,162,43,1.919211943273e-02,128,1
512,163,43,1.919860851111e-02,128,1
512,164,43,1.920380863952e-02,128,1
512,165,43,1.920885727805e-02,128,1
512,166,43,1.921280230927e-02,128,1
512,167,43,1.921732308626e-02,128,1
512,168,43,1.922203000853e-02,128,1
512,169,43,1.922606869676e-02,128,1
512,170,43,1.923016534572e-02,128,1
512,171,43,1.923426890569e-02,128,1
512,172,43,1.923865670441e-02,128,1
512,173,43,1.924301734175e-02,128,1
512,174,43,1.924696954898e-02,128,1
512,175,43,1.925143114408e-02,128,1
512,176,43,1.925560920295e-02,128,1
512,177,43,1.925914658881e-02,128,1
512,178,43,1.926629575632e-02,128,1
512,179,43,1.927056616317e-02,128,1
512,180,43,1.927473213627e-02,128,1
512,181,43,1.927962488986e-02,128,1
512,182,43,1.928271273496e-02,128,1
512,183,43,1.928631053913e-02,128,1
512,184,43,1.929103913452e-02,128,1
512,185,43,1.929411700071e-02,128,1
512,186,43,1.929805128181e-02,128,1
512,187,43,1.930215019329e-02,128,1
512,188,43,1.930659360628e-02,128,1
512,189,43,1.930990792415e-02,128,1
512,190,43,1.931446602569e-02,128,1
512,191,43,1.931801948521e-02,128,1
512,192,43,1.932098437391e-02,128,1
512,193,43,1.932734663392e-02,128,1
512,194,43,1.933120686784e-02,128,1
512,195,43,1.933504935450e-02,128,1
512,196,43,1.933809831756e-02,128,1
512,197,43,1.934114354738e-02,128,1
512,198,43,1.934404855276e-02,128,1
512,199,43,1.934706265631e-02,128,1
512,200,43,1.934954941518e-02,128,1
512,201,43,1.935258760145e-02,128,1
512,202,43,1.935518541431e-02,128,1
512,203,43,1.935871276597e-02,128,1
512,204,43,1.936169141013e-02,128,1
512,205,43,1.936442095677e-02,128,1
512,206,43,1.936821842599e-02,128,1
512,207,43,1.937176888452e-02,128,1
512,208,43,1.937445072343e-02,128,1
512,209,43,1.937705359379e-02,128,1
512,210,43,1.938030086569e-02,128,1
512,211,43,1.938285309241e-02,128,1
512,212,43,1.938771289693e-02,128,1
512,213,43,1.939156543168e-02,128,1
512,214,43,1.939407127363e-02,128,1
512,215,43,1.939889061863e-02,128,1
512,216,43,1.940144212465e-02,128,1
512,217,43,1.940389447030e-02,128,1
512,218,43,1.940672589438e-02,128,1
512,219,43,1.940961757865e-02,128,1
512,220,43,1.941296798838e-02,128,1
512,221,43,1.941567757234e-02,128,1
512,222,43,1.941800564049e-02,128,1
512,223,43,1.942024505483e-02,128,1
512,224,43,1.942684436795e-02,128,1
512,225,43,1.943005166116e-02,128,1
512,226,43,1.943504105356e-02,128,1
512,227,43,1.943794537798e-02,128,1
512,228,43,1.944025978826e-02,128,1
512,229,43,1.944255628049e-02,128,1
512,230,43,1.944589673333e-02,128,1
512,231,43,1.944815646358e-02,128,1
512,232,43,1.945075751514e-02,128,1
512,233,43,1.945264016255e-02,128,1
512,234,43,1.945505553336e-02,128,1
512,235,43,1.945694980128e-02,128,1
512,236,43,1.946038515092e-02,128,1
512,237,43,1.946292571924e-02,128,1
512,238,43,1.946508718540e-02,128,1
512,239,43,1.946848727092e-02,128,1
512,240,43,1.947069986185e-02,128,1
512,241,43,1.947317880674e-02,128,1
512,242,43,1.947719264980e-02,128,1
512,243,43,1.947917364108e-02,128,1
512,244,43,1.948115968696e-02,128,1
512,245,43,1.948318450725e-02,128,1
512,246,43,1.948516943320e-02,128,1
512,247,43,1.948875227574e-02,128,1
512,248,43,1.949265529083e-02,128,1
512,249,43,1.949464722083e-02,128,1
512,250,43,1.949695921265e-02,128,1
997,1,1,3.309696525289e-06,498,1
997,2,292,5.216388984564e-05,498,1
997,3,377,2.781174812245e-04,498,1
997,4,424,7.311778635721e-04,498,1
997,5,127,1.210811699054e-03,498,1
997,6,235,1.721485875351e-03,498,1
997,7,235,2.123542329054e-03,498,1
997,8,235,2.498404293277e-03,498,1
997,9,235,2.818469299901e-03,498,1
997,10,93,3.597311570404e-03,498,1
997,11,93,3.914313203440e-03,498,1
997,12,93,4.211977236917e-03,498,1
997,13,93,4.466205422063e-03,498,1
997,14,93,4.658029452271e-03,498,1
997,15,47,4.887043000828e-03,498,1
997,16,47,5.039697918176e-03,498,1
997,17,47,5.183615381626e-03,498,1
997,18,47,5.312082132435e-03,498,1
997,19,47,5.529854905806e-03,498,1
997,20,47,5.645271498947e-03,498,1
997,21,47,5.778148069966e-03,498,1
997,22,47,5.924526296361e-03,498,1
997,23,47,6.053089936377e-03,498,1
997,24,47,6.137248484002e-03,498,1
997,25,47,6.227034484855e-03,498,1
997,26,47,6.316757459089e-03,498,1
997,27,47,6.386628544735e-03,498,1
997,28,47,6.443901447169e-03,498,1
997,29,47,6.507760228769e-03,498,1
997,30,47,6.566945725074e-03,498,1
997,31,47,6.617488881584e-03,498,1
997,32,47,6.664816622389e-03,498,1
997,33,47,6.712208661842e-03,498,1
997,34,47,6.854187363841e-03,498,1
997,35,47,6.924804076416e-03,498,1
997,36,47,6.965092847663e-03,498,1
997,37,47,7.000956175104e-03,498,1
997,38,47,7.050559363748e-03,498,1
997,39,47,7.090473368490e-03,498,1
997,40,47,7.154760216811e-03,498,1
997,41,47,7.195469625574e-03,498,1
997,42,47,7.230804915911e-03,498,1
997,43,47,7.257041752646e-03,498,1
997,44,487,7.410660780840e-03,498,1
997,45,487,7.431501259585e-03,498,1
997,46,487,7.459141038406e-03,498,1
997,47,487,7.503541663948e-03,498,1
997,48,487,7.524908858095e-03,498,1
997,49,487,7.562798751920e-03,498,1
997,50,487,7.587293048769e-03,498,1
997,51,487,7.610454916975e-03,498,1
997,52,487,7.629649365587e-03,498,1
997,53,487,7.649333301752e-03,498,1
997,54,487,7.680576370142e-03,498,1
997,55,487,7.703179892769e-03,498,1
997,56,487,7.723921797482e-03,498,1
997,57,487,7.739212762052e-03,498,1
997,58,487,7.756302367740e-03,498,1
997,59,487,7.774667194483e-03,498,1
997,60,487,7.791721944547e-03,498,1
997,61,487,7.818238690019e-03,498,1
997,62,487,7.832753991275e-03,498,1
997,63,487,7.845763964295e-03,498,1
997,64,487,7.860433874023e-03,498,1
997,65,487,7.870876841162e-03,498,1
997,66,487,7.882760573392e-03,498,1
997,67,487,7.899717583549e-03,498,1
997,68,487,7.916662367081e-03,498,1
997,69,487,7.926584217083e-03,498,1
997,70,487,7.942731779386e-03,498,1
997,71,487,7.952824399344e-03,498,1
997,72,487,7.964762490546e-03,498,1
997,73,487,7.977130692226e-03,498,1
997,74,487,7.986298855159e-03,498,1
997,75,487,7.999201154624e-03,498,1
997,76,487,8.010174282482e-03,498,1
997,77,487,8.019255436142e-03,498,1
997,78,487,8.036463990390e-03,498,1
997,79,487,8.048682653678e-03,498,1
997,80,487,8.058146766229e-03,498,1
997,81,487,8.066081795100e-03,498,1
997,82,487,8.076405592271e-03,498,1
997,83,487,8.085798972675e-03,498,1
997,84,487,8.094536258396e-03,498,1
997,85,487,8.104153758720e-03,498,1
997,86,487,8.110752395611e-03,498,1
997,87,487,8.116873338963e-03,498,1
997,88,487,8.128477188611e-03,498,1
997,89,487,8.137117143185e-03,498,1
997,90,487,8.144205534365e-03,498,1
997,91,487,8.150072638712e-03,498,1
997,92,487,8.156827288926e-03,498,1
997,93,487,8.163287827534e-03,498,1
997,94,487,8.169200849246e-03,498,1
997,95,487,8.174306097847e-03,498,1
997,96,487,8.185139039975e-03,498,1
997,97,487,8.204718326167e-03,498,1
997,98,487,8.212380366106e-03,498,1
997,99,487,8.219430954956e-03,498,1
997,100,487,8.225704655087e-03,498,1
997,101,487,8.231577651556e-03,498,1
997,102,487,8.237350987493e-03,498,1
997,103,487,8.242467749904e-03,498,1
997,104,487,8.246806350074e-03,498,1
997,105,487,8.250984084125e-03,498,1
997,106,487,8.255709419121e-03,498,1
997,107,487,8.260250976559e-03,498,1
997,108,487,8.264245723179e-03,498,1
997,109,487,8.279036145780e-03,498,1
997,110,487,8.292133456449e-03,498,1
997,111,487,8.297817044872e-03,498,1
997,112,487,8.303035665324e-03,498,1
997,113,487,8.307240066644e-03,498,1
997,114,487,8.311400125664e-03,498,1
997,115,487,8.315570736942e-03,498,1
997,116,487,8.320686585063e-03,498,1
997,117,487,8.324747426474e-03,498,1
997,118,487,8.329841302481e-03,498,1
997,119,487,8.333858858454e-03,498,1
997,120,487,8.337482820991e-03,498,1
997,121,487,8.340909564585e-03,498,1
997,122,487,8.345403982934e-03,498,1
997,123,487,8.349098487464e-03,498,1
997,124,487,8.357045044162e-03,498,1
997,125,487,8.362021412236e-03,498,1
997,126,487,8.365518720255e-03,498,1
997,127,487,8.368602613520e-03,498,1
997,128,487,8.372855900968e-03,498,1
997,129,487,8.376105542347e-03,498,1
997,130,487,8.380614839068e-03,498,1
997,131,487,8.383946306735e-03,498,1
997,132,487,8.386877323681e-03,498,1
997,133,487,8.391371520902e-03,498,1
997,134,487,8.395733264317e-03,498,1
997,135,487,8.399382342299e-03,498,1
997,136,487,8.403011626809e-03,498,1
997,137,487,8.406644592196e-03,498,1
997,138,487,8.409503249627e-03,498,1
997,139,487,8.413323663591e-03,498,1
997,140,487,8.419428411856e-03,498,1
997,141,487,8.422849275584e-03,498,1
997,142,487,8.425678897098e-03,498,1
997,143,487,8.428632214502e-03,498,1
997,144,487,8.432616677413e-03,498,1
997,145,487,8.435094837966e-03,498,1
997,146,487,8.439013706049e-03,498,1
997,147,487,8.441451330264e-03,498,1
997,148,487,8.444791425610e-03,498,1
997,149,487,8.447102800229e-03,498,1
997,150,487,8.450619050693e-03,498,1
997,151,487,8.454140010123e-03,498,1
997,152,487,8.456732028823e-03,498,1
997,153,487,8.458812109093e-03,498,1
997,154,487,8.461404864878e-03,498,1
997,155,487,8.463768583526e-03,498,1
997,156,487,8.466977130613e-03,498,1
997,157,487,8.469119739539e-03,498,1
997,158,487,8.471836067568e-03,498,1
997,159,487,8.473768900845e-03,498,1
997,160,487,8.475618067419e-03,498,1
997,161,487,8.477521148212e-03,498,1
997,162,487,8.479894124826e-03,498,1
997,163,487,8.484504164316e-03,498,1
997,164,487,8.486505411753e-03,498,1
997,165,487,8.488691044152e-03,498,1
997,166,487,8.491089860454e-03,498,1
997,167,487,8.493093992444e-03,498,1
997,168,487,8.495607480493e-03,498,1
997,169,487,8.497502082859e-03,498,1
997,170,487,8.499228043680e-03,498,1
997,171,487,8.505070960008e-03,498,1
997,172,487,8.507308328383e-03,498,1
997,173,487,8.509758520374e-03,498,1
997,174,487,8.511655900652e-03,498,1
997,175,487,8.513309488278e-03,498,1
997,176,487,8.514767178181e-03,498,1
997,177,487,8.532243543729e-03,498,1
997,178,487,8.535387192807e-03,498,1
997,179,487,8.538159085754e-03,498,1
997,180,487,8.540899425780e-03,498,1
997,181,487,8.549872447418e-03,498,1
997,182,487,8.553141876832e-03,498,1
997,183,487,8.555793563856e-03,498,1
997,184,487,8.557746442660e-03,498,1
997,185,487,8.560030059061e-03,498,1
997,186,487,8.561794418730e-03,498,1
997,187,487,8.563628757617e-03,498,1
997,188,487,8.568590687626e-03,498,1
997,189,487,8.570362152376e-03,498,1
997,190,487,8.571890690688e-03,498,1
997,191,487,8.573462216555e-03,498,1
997,192,487,8.574859580001e-03,498,1
997,193,487,8.576117029621e-03,498,1
997,194,487,8.578799246519e-03,498,1
997,195,487,8.580154824055e-03,498,1
997,196,487,8.595289181781e-03,498,1
997,197,487,8.599946986057e-03,498,1
997,198,487,8.602587978798e-03,498,1
997,199,487,8.604964287676e-03,498,1
997,200,487,8.606812234611e-03,498,1
997,201,487,8.608328187282e-03,498,1
997,202,487,8.610439679955e-03,498,1
997,203,487,8.612250023226e-03,498,1
997,204,487,8.613848174278e-03,498,1
997,205,487,8.615297418794e-03,498,1
997,206,487,8.617365707158e-03,498,1
997,207,487,8.618724692304e-03,498,1
997,208,487,8.620651165551e-03,498,1
997,209,487,8.622060216847e-03,498,1
997,210,487,8.623259768412e-03,498,1
997,211,487,8.625261261461e-03,498,1
997,212,487,8.626581402675e-03,498,1
997,213,487,8.627730563573e-03,498,1
997,214,487,8.628809080522e-03,498,1
997,215,487,8.629953851146e-03,498,1
997,216,487,8.632145561634e-03,498,1
997,217,487,8.633541162013e-03,498,1
997,218,487,8.634668432083e-03,498,1
997,219,487,8.635949966761e-03,498,1
997,220,487,8.637589114346e-03,498,1
997,221,487,8.638882512406e-03,498,1
997,222,487,8.639993178106e-03,498,1
997,223,487,8.641192239534e-03,498,1
997,224,487,8.642698980891e-03,498,1
997,225,487,8.643865751273e-03,498,1
997,226,487,8.644944183656e-03,498,1
997,227,487,8.646201877819e-03,498,1
997,228,487,8.647231906436e-03,498,1
997,229,487,8.648222109477e-03,498,1
997,230,487,8.649197483378e-03,498,1
997,231,487,8.650115228237e-03,498,1
997,232,487,8.651097054810e-03,498,1
997,233,487,8.653163393932e-03,498,1
997,234,487,8.654239876974e-03,498,1
997,235,487,8.655246611716e-03,498,1
997,236,487,8.656330268384e-03,498,1
997,237,487,8.657760157885e-03,498,1
997,238,487,8.658780716629e-03,498,1
997,239,487,8.659892050425e-03,498,1
997,240,487,8.660779720015e-03,498,1
997,241,487,8.662408576679e-03,498,1
997,242,487,8.663578943186e-03,498,1
997,243,487,8.664515748066e-03,498,1
997,244,487,8.666814631733e-03,498,1
997,245,487,8.668176721443e-03,498,1
997,246,487,8.669209486048e-03,498,1
997,247,487,8.670217034835e-03,498,1
997,248,487,8.671389258399e-03,498,1
997,249,487,8.672364672051e-03,498,1
997,250,487,8.673267861613e-03,498,1
1021,1,1,3.155927418064e-06,510,1
1021,2,374,5.095585401826e-05,510,1
1021,3,223,2.752755528317e-04,510,1
1021,4,223,6.183324595699e-04,510,1
1021,5,223,1.147848416147e-03,510,1
1021,6,223,1.594928785934e-03,510,1
1021,7,223,2.076888417138e-03,510,1
1021,8,346,2.677519846000e-03,510,1
1021,9,208,3.105039376736e-03,510,1
1021,10,208,3.383752059742e-03,510,1
1021,11,346,3.710523905750e-03,510,1
1021,12,481,4.026318301898e-03,510,1
1021,13,228,4.207555525668e-03,510,1
1021,14,228,4.441198378823e-03,510,1
1021,15,228,4.602903811543e-03,510,1
1021,16,228,4.814987731634e-03,510,1
1021,17,228,4.969180972986e-03,510,1
1021,18,455,5.162361983163e-03,510,1
1021,19,455,5.291595977201e-03,510,1
1021,20,228,5.411398969142e-03,510,1
1021,21,455,5.506907349091e-03,510,1
1021,22,455,5.590250287357e-03,510,1
1021,23,455,5.664650738347e-03,510,1
1021,24,455,5.751832830370e-03,510,1
1021,25,455,5.824745014577e-03,510,1
1021,26,455,5.881013944859e-03,510,1
1021,27,455,5.964113060398e-03,510,1
1021,28,455,6.043516338605e-03,510,1
1021,29,455,6.103891596132e-03,510,1
1021,30,455,6.158317537994e-03,510,1
1021,31,455,6.210368580569e-03,510,1
1021,32,455,6.263624486996e-03,510,1
1021,33,455,6.326134942513e-03,510,1
1021,34,455,6.374154651173e-03,510,1
1021,35,455,6.453746641064e-03,510,1
1021,36,455,6.490064488511e-03,510,1
1021,37,455,6.529487303573e-03,510,1
1021,38,455,6.571257949759e-03,510,1
1021,39,455,6.605992498292e-03,510,1
1021,40,455,6.632706028702e-03,510,1
1021,41,455,6.687501431143e-03,510,1
1021,42,455,6.718061125922e-03,510,1
1021,43,455,6.741278416760e-03,510,1
1021,44,455,6.772184293894e-03,510,1
1021,45,455,6.793625389194e-03,510,1
1021,46,455,6.825500755443e-03,510,1
1021,47,455,6.856038856393e-03,510,1
1021,48,455,6.886186036954e-03,510,1
1021,49,455,6.905734382747e-03,510,1
1021,50,455,6.930572522172e-03,510,1
1021,51,455,6.952809595673e-03,510,1
1021,52,455,6.989615500072e-03,510,1
1021,53,455,7.015021336868e-03,510,1
1021,54,455,7.031328875746e-03,510,1
1021,55,455,7.047002984223e-03,510,1
1021,56,455,7.078229835806e-03,510,1
1021,57,455,7.094540839857e-03,510,1
1021,58,455,7.117129577711e-03,510,1
1021,59,455,7.132466522440e-03,510,1
1021,60,455,7.153779696691e-03,510,1
1021,61,455,7.170487997924e-03,510,1
1021,62,455,7.181253303209e-03,510,1
1021,63,455,7.222750893066e-03,510,1
1021,64,455,7.236808267242e-03,510,1
1021,65,455,7.250273390777e-03,510,1
1021,66,455,7.263308839264e-03,510,1
1021,67,455,7.279129239507e-03,510,1
1021,68,455,7.291505804027e-03,510,1
1021,69,455,7.301349557377e-03,510,1
1021,70,455,7.311603390474e-03,510,1
1021,71,455,7.327174944564e-03,510,1
1021,72,455,7.338544233636e-03,510,1
1021,73,455,7.351260704800e-03,510,1
1021,74,455,7.360873924718e-03,510,1
1021,75,455,7.372518358962e-03,510,1
1021,76,455,7.408067073374e-03,510,1
1021,77,455,7.419227622087e-03,510,1
1021,78,455,7.429055925857e-03,510,1
1021,79,455,7.441757874607e-03,510,1
1021,80,455,7.449305571047e-03,510,1
1021,81,455,7.457161326217e-03,510,1
1021,82,455,7.467893292947e-03,510,1
1021,83,455,7.475481460312e-03,510,1
1021,84,455,7.484634206422e-03,510,1
1021,85,455,7.511513318124e-03,510,1
1021,86,455,7.521825620827e-03,510,1
1021,87,455,7.533157630118e-03,510,1
1021,88,455,7.542251244792e-03,510,1
1021,89,455,7.549228606875e-03,510,1
1021,90,455,7.555510279492e-03,510,1
1021,91,455,7.589336797790e-03,510,1
1021,92,455,7.602141189741e-03,510,1
1021,93,455,7.610452656631e-03,510,1
1021,94,455,7.617515563340e-03,510,1
1021,95,455,7.625461403979e-03,510,1
1021,96,455,7.632631010223e-03,510,1
1021,97,455,7.638515070164e-03,510,1
1021,98,455,7.645649465882e-03,510,1
1021,99,455,7.651499605815e-03,510,1
1021,100,455,7.657047107735e-03,510,1
1021,101,455,7.662592451365e-03,510,1
1021,102,455,7.667425224876e-03,510,1
1021,103,455,7.672191982154e-03,510,1
1021,104,455,7.677711964709e-03,510,1
1021,105,455,7.682269386750e-03,510,1
1021,106,455,7.688206685342e-03,510,1
1021,107,455,7.693369176876e-03,510,1
1021,108,455,7.698304889239e-03,510,1
1021,109,455,7.704530262819e-03,510,1
1021,110,455,7.709984004689e-03,510,1
1021,111,455,7.714323948321e-03,510,1
1021,112,455,7.718645692536e-03,510,1
1021,113,455,7.723546377762e-03,510,1
1021,114,455,7.727536585153e-03,510,1
1021,115,455,7.732073674580e-03,510,1
1021,116,455,7.739156146855e-03,510,1
1021,117,455,7.743819414092e-03,510,1
1021,118,455,7.747450617131e-03,510,1
1021,119,455,7.751312619890e-03,510,1
1021,120,455,7.755629510239e-03,510,1
1021,121,455,7.759617006967e-03,510,1
1021,122,455,7.764973626454e-03,510,1
1021,123,455,7.773938073788e-03,510,1
1021,124,455,7.778841242000e-03,510,1
1021,125,455,7.814592976575e-03,510,1
