n,d,a,p2,n_candidates,exact
1,1,1,3.289868133696e+00,1,1
1,2,1,6.818143251398e+00,1,1
1,3,1,9.675994401115e+00,1,1
1,4,1,1.187115776210e+01,1,1
1,5,1,1.356493423271e+01,1,1
1,6,1,1.489595403831e+01,1,1
1,7,1,1.596321103107e+01,1,1
1,8,1,1.683519114695e+01,1,1
1,9,1,1.755957913476e+01,1,1
1,10,1,1.817016481447e+01,1,1
1,11,1,1.869138228836e+01,1,1
1,12,1,1.914125764321e+01,1,1
1,13,1,1.953334096684e+01,1,1
1,14,1,1.987799394707e+01,1,1
1,15,1,2.018326437810e+01,1,1
1,16,1,2.045549151265e+01,1,1
1,17,1,2.069973281999e+01,1,1
1,18,1,2.092007004071e+01,1,1
1,19,1,2.111983220114e+01,1,1
1,20,1,2.130176052884e+01,1,1
1,21,1,2.146813207372e+01,1,1
1,22,1,2.162085354424e+01,1,1
1,23,1,2.176153336510e+01,1,1
1,24,1,2.189153760692e+01,1,1
1,25,1,2.201203383109e+01,1,1
1,26,1,2.212402577901e+01,1,1
1,27,1,2.222838105409e+01,1,1
1,28,1,2.232585338907e+01,1,1
1,29,1,2.241710069199e+01,1,1
1,30,1,2.250269977349e+01,1,1
1,31,1,2.258315844471e+01,1,1
1,32,1,2.265892551645e+01,1,1
1,33,1,2.273039911161e+01,1,1
1,34,1,2.279793361320e+01,1,1
1,35,1,2.286184550172e+01,1,1
1,36,1,2.292241828346e+01,1,1
1,37,1,2.297990667030e+01,1,1
1,38,1,2.303454014039e+01,1,1
1,39,1,2.308652598373e+01,1,1
1,40,1,2.313605191765e+01,1,1
1,41,1,2.318328834126e+01,1,1
1,42,1,2.322839028552e+01,1,1
1,43,1,2.327149910604e+01,1,1
1,44,1,2.331274395700e+01,1,1
1,45,1,2.335224307877e+01,1,1
1,46,1,2.339010492588e+01,1,1
1,47,1,2.342642915810e+01,1,1
1,48,1,2.346130751353e+01,1,1
1,49,1,2.349482457979e+01,1,1
1,50,1,2.352705847693e+01,1,1
1,51,1,2.355808146351e+01,1,1
1,52,1,2.358796047594e+01,1,1
1,53,1,2.361675760932e+01,1,1
1,54,1,2.364453054704e+01,1,1
1,55,1,2.367133294563e+01,1,1
1,56,1,2.369721477983e+01,1,1
1,57,1,2.372222265299e+01,1,1
1,58,1,2.374640007645e+01,1,1
1,59,1,2.376978772168e+01,1,1
1,60,1,2.379242364815e+01,1,1
1,61,1,2.381434350962e+01,1,1
1,62,1,2.383558074114e+01,1,1
1,63,1,2.385616672896e+01,1,1
1,64,1,2.387613096501e+01,1,1
1,65,1,2.389550118762e+01,1,1
1,66,1,2.391430350994e+01,1,1
1,67,1,2.393256253716e+01,1,1
1,68,1,2.395030147379e+01,1,1
1,69,1,2.396754222190e+01,1,1
1,70,1,2.398430547119e+01,1,1
1,71,1,2.400061078173e+01,1,1
1,72,1,2.401647665996e+01,1,1
1,73,1,2.403192062869e+01,1,1
1,74,1,2.404695929158e+01,1,1
1,75,1,2.406160839260e+01,1,1
1,76,1,2.407588287093e+01,1,1
1,77,1,2.408979691174e+01,1,1
1,78,1,2.410336399316e+01,1,1
1,79,1,2.411659692975e+01,1,1
1,80,1,2.412950791285e+01,1,1
1,81,1,2.414210854802e+01,1,1
1,82,1,2.415440988974e+01,1,1
1,83,1,2.416642247378e+01,1,1
1,84,1,2.417815634727e+01,1,1
1,85,1,2.418962109665e+01,1,1
1,86,1,2.420082587379e+01,1,1
1,87,1,2.421177942036e+01,1,1
1,88,1,2.422249009052e+01,1,1
1,89,1,2.423296587216e+01,1,1
1,90,1,2.424321440677e+01,1,1
1,91,1,2.425324300799e+01,1,1
1,92,1,2.426305867900e+01,1,1
1,93,1,2.427266812885e+01,1,1
1,94,1,2.428207778769e+01,1,1
1,95,1,2.429129382116e+01,1,1
1,96,1,2.430032214381e+01,1,1
1,97,1,2.430916843179e+01,1,1
1,98,1,2.431783813470e+01,1,1
1,99,1,2.432633648680e+01,1,1
1,100,1,2.433466851753e+01,1,1
1,101,1,2.434283906146e+01,1,1
1,102,1,2.435085276760e+01,1,1
1,103,1,2.435871410822e+01,1,1
1,104,1,2.436642738720e+01,1,1
1,105,1,2.437399674785e+01,1,1
1,106,1,2.438142618033e+01,1,1
1,107,1,2.438871952867e+01,1,1
1,108,1,2.439588049741e+01,1,1
1,109,1,2.440291265783e+01,1,1
1,110,1,2.440981945393e+01,1,1
1,111,1,2.441660420804e+01,1,1
1,112,1,2.442327012610e+01,1,1
1,113,1,2.442982030280e+01,1,1
1,114,1,2.443625772627e+01,1,1
1,115,1,2.444258528270e+01,1,1
1,116,1,2.444880576060e+01,1,1
1,117,1,2.445492185491e+01,1,1
1,118,1,2.446093617093e+01,1,1
1,119,1,2.446685122796e+01,1,1
1,120,1,2.447266946284e+01,1,1
1,121,1,2.447839323332e+01,1,1
1,122,1,2.448402482120e+01,1,1
1,123,1,2.448956643540e+01,1,1
1,124,1,2.449502021481e+01,1,1
1,125,1,2.450038823111e+01,1,1
1,126,1,2.450567249129e+01,1,1
1,127,1,2.451087494024e+01,1,1
1,128,1,2.451599746310e+01,1,1
1,129,1,2.452104188753e+01,1,1
1,130,1,2.452600998590e+01,1,1
1,131,1,2.453090347735e+01,1,1
1,132,1,2.453572402980e+01,1,1
1,133,1,2.454047326179e+01,1,1
1,134,1,2.454515274437e+01,1,1
1,135,1,2.454976400275e+01,1,1
1,136,1,2.455430851802e+01,1,1
1,137,1,2.455878772870e+01,1,1
1,138,1,2.456320303227e+01,1,1
1,139,1,2.456755578664e+01,1,1
1,140,1,2.457184731149e+01,1,1
1,141,1,2.457607888965e+01,1,1
1,142,1,2.458025176840e+01,1,1
1,143,1,2.458436716060e+01,1,1
1,144,1,2.458842624597e+01,1,1
1,145,1,2.459243017216e+01,1,1
1,146,1,2.459638005583e+01,1,1
1,147,1,2.460027698374e+01,1,1
1,148,1,2.460412201366e+01,1,1
1,149,1,2.460791617542e+01,1,1
1,150,1,2.461166047175e+01,1,1
1,151,1,2.461535587921e+01,1,1
1,152,1,2.461900334905e+01,1,1
1,153,1,2.462260380796e+01,1,1
1,154,1,2.462615815894e+01,1,1
1,155,1,2.462966728198e+01,1,1
1,156,1,2.463313203484e+01,1,1
1,157,1,2.463655325373e+01,1,1
1,158,1,2.463993175395e+01,1,1
1,159,1,2.464326833061e+01,1,1
1,160,1,2.464656375917e+01,1,1
1,161,1,2.464981879613e+01,1,1
1,162,1,2.465303417951e+01,1,1
1,163,1,2.465621062950e+01,1,1
1,164,1,2.465934884892e+01,1,1
1,165,1,2.466244952382e+01,1,1
1,166,1,2.466551332390e+01,1,1
1,167,1,2.466854090303e+01,1,1
1,168,1,2.467153289973e+01,1,1
1,169,1,2.467448993758e+01,1,1
1,170,1,2.467741262569e+01,1,1
1,171,1,2.468030155909e+01,1,1
1,172,1,2.468315731915e+01,1,1
1,173,1,2.468598047398e+01,1,1
1,174,1,2.468877157877e+01,1,1
1,175,1,2.469153117619e+01,1,1
1,176,1,2.469425979673e+01,1,1
1,177,1,2.469695795902e+01,1,1
1,178,1,2.469962617020e+01,1,1
1,179,1,2.470226492621e+01,1,1
1,180,1,2.470487471208e+01,1,1
1,181,1,2.470745600228e+01,1,1
1,182,1,2.471000926096e+01,1,1
1,183,1,2.471253494223e+01,1,1
1,184,1,2.471503349047e+01,1,1
1,185,1,2.471750534056e+01,1,1
1,186,1,2.471995091812e+01,1,1
1,187,1,2.472237063979e+01,1,1
1,188,1,2.472476491343e+01,1,1
1,189,1,2.472713413837e+01,1,1
1,190,1,2.472947870565e+01,1,1
1,191,1,2.473179899819e+01,1,1
1,192,1,2.473409539103e+01,1,1
1,193,1,2.473636825152e+01,1,1
1,194,1,2.473861793952e+01,1,1
1,195,1,2.474084480761e+01,1,1
1,196,1,2.474304920122e+01,1,1
1,197,1,2.474523145888e+01,1,1
1,198,1,2.474739191231e+01,1,1
1,199,1,2.474953088669e+01,1,1
1,200,1,2.475164870072e+01,1,1
1,201,1,2.475374566684e+01,1,1
1,202,1,2.475582209139e+01,1,1
1,203,1,2.475787827471e+01,1,1
1,204,1,2.475991451132e+01,1,1
1,205,1,2.476193109007e+01,1,1
1,206,1,2.476392829424e+01,1,1
1,207,1,2.476590640170e+01,1,1
1,208,1,2.476786568504e+01,1,1
1,209,1,2.476980641168e+01,1,1
1,210,1,2.477172884399e+01,1,1
1,211,1,2.477363323943e+01,1,1
1,212,1,2.477551985065e+01,1,1
1,213,1,2.477738892560e+01,1,1
1,214,1,2.477924070764e+01,1,1
1,215,1,2.478107543566e+01,1,1
1,216,1,2.478289334415e+01,1,1
1,217,1,2.478469466333e+01,1,1
1,218,1,2.478647961926e+01,1,1
1,219,1,2.478824843387e+01,1,1
1,220,1,2.479000132512e+01,1,1
1,221,1,2.479173850707e+01,1,1
1,222,1,2.479346018994e+01,1,1
1,223,1,2.479516658023e+01,1,1
1,224,1,2.479685788079e+01,1,1
1,225,1,2.479853429087e+01,1,1
1,226,1,2.480019600628e+01,1,1
1,227,1,2.480184321935e+01,1,1
1,228,1,2.480347611913e+01,1,1
1,229,1,2.480509489134e+01,1,1
1,230,1,2.480669971855e+01,1,1
1,231,1,2.480829078017e+01,1,1
1,232,1,2.480986825255e+01,1,1
1,233,1,2.481143230905e+01,1,1
1,234,1,2.481298312008e+01,1,1
1,235,1,2.481452085318e+01,1,1
1,236,1,2.481604567309e+01,1,1
1,237,1,2.481755774177e+01,1,1
1,238,1,2.481905721851e+01,1,1
1,239,1,2.482054425994e+01,1,1
1,240,1,2.482201902011e+01,1,1
1,241,1,2.482348165053e+01,1,1
1,242,1,2.482493230024e+01,1,1
1,243,1,2.482637111583e+01,1,1
1,244,1,2.482779824153e+01,1,1
1,245,1,2.482921381921e+01,1,1
1,246,1,2.483061798848e+01,1,1
1,247,1,2.483201088669e+01,1,1
1,248,1,2.483339264900e+01,1,1
1,249,1,2.483476340843e+01,1,1
1,250,1,2.483612329587e+01,1,1
2,1,1,8.224670334241e-01,1,1
2,2,1,2.719213844454e+00,1,1
2,3,1,4.182839811782e+00,1,1
2,4,1,5.296372971931e+00,1,1
2,5,1,6.152420588926e+00,1,1
2,6,1,6.823872657372e+00,1,1
2,7,1,7.361667347478e+00,1,1
2,8,1,7.800740067583e+00,1,1
2,9,1,8.165307143002e+00,1,1
2,10,1,8.472483143252e+00,1,1
2,11,1,8.734622610489e+00,1,1
2,12,1,8.960829040796e+00,1,1
2,13,1,9.157939420953e+00,1,1
2,14,1,9.331178438766e+00,1,1
2,15,1,9.484601895974e+00,1,1
2,16,1,9.621403188935e+00,1,1
2,17,1,9.744129124651e+00,1,1
2,18,1,9.854834558663e+00,1,1
2,19,1,9.955194995729e+00,1,1
2,20,1,1.004658980786e+01,1,1
2,21,1,1.013016458466e+01,1,1
2,22,1,1.020687844191e+01,1,1
2,23,1,1.027754033754e+01,1,1
2,24,1,1.034283725105e+01,1,1
2,25,1,1.040335626812e+01,1,1
2,26,1,1.045960204976e+01,1,1
2,27,1,1.051201076971e+01,1,1
2,28,1,1.056096132364e+01,1,1
2,29,1,1.060678441186e+01,1,1
2,30,1,1.064976995066e+01,1,1
2,31,1,1.069017315963e+01,1,1
2,32,1,1.072821959227e+01,1,1
2,33,1,1.076410931761e+01,1,1
2,34,1,1.079802041510e+01,1,1
2,35,1,1.083011191051e+01,1,1
2,36,1,1.086052625445e+01,1,1
2,37,1,1.088939142429e+01,1,1
2,38,1,1.091682271453e+01,1,1
2,39,1,1.094292426821e+01,1,1
2,40,1,1.096779039179e+01,1,1
2,41,1,1.099150668860e+01,1,1
2,42,1,1.101415103916e+01,1,1
2,43,1,1.103579445210e+01,1,1
2,44,1,1.105650180503e+01,1,1
2,45,1,1.107633249177e+01,1,1
2,46,1,1.109534098924e+01,1,1
2,47,1,1.111357735560e+01,1,1
2,48,1,1.113108766902e+01,1,1
2,49,1,1.114791441525e+01,1,1
2,50,1,1.116409683079e+01,1,1
2,51,1,1.117967120749e+01,1,1
2,52,1,1.119467116353e+01,1,1
2,53,1,1.120912788504e+01,1,1
2,54,1,1.122307034197e+01,1,1
2,55,1,1.123652548147e+01,1,1
2,56,1,1.124951840125e+01,1,1
2,57,1,1.126207250553e+01,1,1
2,58,1,1.127420964542e+01,1,1
2,59,1,1.128595024558e+01,1,1
2,60,1,1.129731341874e+01,1,1
2,61,1,1.130831706927e+01,1,1
2,62,1,1.131897798718e+01,1,1
2,63,1,1.132931193343e+01,1,1
2,64,1,1.133933371759e+01,1,1
2,65,1,1.134905726848e+01,1,1
2,66,1,1.135849569870e+01,1,1
2,67,1,1.136766136350e+01,1,1
2,68,1,1.137656591470e+01,1,1
2,69,1,1.138522034999e+01,1,1
2,70,1,1.139363505821e+01,1,1
2,71,1,1.140181986088e+01,1,1
2,72,1,1.140978405042e+01,1,1
2,73,1,1.141753642526e+01,1,1
2,74,1,1.142508532223e+01,1,1
2,75,1,1.143243864645e+01,1,1
2,76,1,1.143960389892e+01,1,1
2,77,1,1.144658820197e+01,1,1
2,78,1,1.145339832287e+01,1,1
2,79,1,1.146004069569e+01,1,1
2,80,1,1.146652144155e+01,1,1
2,81,1,1.147284638739e+01,1,1
2,82,1,1.147902108346e+01,1,1
2,83,1,1.148505081952e+01,1,1
2,84,1,1.149094063997e+01,1,1
2,85,1,1.149669535788e+01,1,1
2,86,1,1.150231956811e+01,1,1
2,87,1,1.150781765955e+01,1,1
2,88,1,1.151319382651e+01,1,1
2,89,1,1.151845207938e+01,1,1
2,90,1,1.152359625462e+01,1,1
2,91,1,1.152863002408e+01,1,1
2,92,1,1.153355690372e+01,1,1
2,93,1,1.153838026180e+01,1,1
2,94,1,1.154310332657e+01,1,1
2,95,1,1.154772919345e+01,1,1
2,96,1,1.155226083179e+01,1,1
2,97,1,1.155670109125e+01,1,1
2,98,1,1.156105270773e+01,1,1
2,99,1,1.156531830901e+01,1,1
2,100,1,1.156950042005e+01,1,1
2,101,1,1.157360146794e+01,1,1
2,102,1,1.157762378662e+01,1,1
2,103,1,1.158156962130e+01,1,1
2,104,1,1.158544113264e+01,1,1
2,105,1,1.158924040067e+01,1,1
2,106,1,1.159296942853e+01,1,1
2,107,1,1.159663014601e+01,1,1
2,108,1,1.160022441286e+01,1,1
2,109,1,1.160375402190e+01,1,1
2,110,1,1.160722070209e+01,1,1
2,111,1,1.161062612127e+01,1,1
2,112,1,1.161397188886e+01,1,1
2,113,1,1.161725955842e+01,1,1
2,114,1,1.162049063002e+01,1,1
2,115,1,1.162366655254e+01,1,1
2,116,1,1.162678872583e+01,1,1
2,117,1,1.162985850276e+01,1,1
2,118,1,1.163287719119e+01,1,1
2,119,1,1.163584605580e+01,1,1
2,120,1,1.163876631991e+01,1,1
2,121,1,1.164163916708e+01,1,1
2,122,1,1.164446574277e+01,1,1
2,123,1,1.164724715584e+01,1,1
2,124,1,1.164998448002e+01,1,1
2,125,1,1.165267875525e+01,1,1
2,126,1,1.165533098904e+01,1,1
2,127,1,1.165794215770e+01,1,1
2,128,1,1.166051320754e+01,1,1
2,129,1,1.166304505604e+01,1,1
2,130,1,1.166553859288e+01,1,1
2,131,1,1.166799468106e+01,1,1
2,132,1,1.167041415783e+01,1,1
2,133,1,1.167279783569e+01,1,1
2,134,1,1.167514650326e+01,1,1
2,135,1,1.167746092618e+01,1,1
2,136,1,1.167974184792e+01,1,1
2,137,1,1.168198999058e+01,1,1
2,138,1,1.168420605567e+01,1,1
2,139,1,1.168639072482e+01,1,1
2,140,1,1.168854466049e+01,1,1
2,141,1,1.169066850661e+01,1,1
2,142,1,1.169276288929e+01,1,1
2,143,1,1.169482841734e+01,1,1
2,144,1,1.169686568297e+01,1,1
2,145,1,1.169887526224e+01,1,1
2,146,1,1.170085771569e+01,1,1
2,147,1,1.170281358884e+01,1,1
2,148,1,1.170474341265e+01,1,1
2,149,1,1.170664770406e+01,1,1
2,150,1,1.170852696641e+01,1,1
2,151,1,1.171038168990e+01,1,1
2,152,1,1.171221235201e+01,1,1
2,153,1,1.171401941792e+01,1,1
2,154,1,1.171580334089e+01,1,1
2,155,1,1.171756456265e+01,1,1
2,156,1,1.171930351375e+01,1,1
2,157,1,1.172102061394e+01,1,1
2,158,1,1.172271627247e+01,1,1
2,159,1,1.172439088844e+01,1,1
2,160,1,1.172604485111e+01,1,1
2,161,1,1.172767854021e+01,1,1
2,162,1,1.172929232618e+01,1,1
2,163,1,1.173088657053e+01,1,1
2,164,1,1.173246162605e+01,1,1
2,165,1,1.173401783710e+01,1,1
2,166,1,1.173555553983e+01,1,1
2,167,1,1.173707506246e+01,1,1
2,168,1,1.173857672549e+01,1,1
2,169,1,1.174006084193e+01,1,1
2,170,1,1.174152771752e+01,1,1
2,171,1,1.174297765094e+01,1,1
2,172,1,1.174441093401e+01,1,1
2,173,1,1.174582785188e+01,1,1
2,174,1,1.174722868323e+01,1,1
2,175,1,1.174861370046e+01,1,1
2,176,1,1.174998316983e+01,1,1
2,177,1,1.175133735169e+01,1,1
2,178,1,1.175267650057e+01,1,1
2,179,1,1.175400086541e+01,1,1
2,180,1,1.175531068967e+01,1,1
2,181,1,1.175660621152e+01,1,1
2,182,1,1.175788766391e+01,1,1
2,183,1,1.175915527480e+01,1,1
2,184,1,1.176040926723e+01,1,1
2,185,1,1.176164985949e+01,1,1
2,186,1,1.176287726521e+01,1,1
2,187,1,1.176409169352e+01,1,1
2,188,1,1.176529334915e+01,1,1
2,189,1,1.176648243253e+01,1,1
2,190,1,1.176765913993e+01,1,1
2,191,1,1.176882366356e+01,1,1
2,192,1,1.176997619167e+01,1,1
2,193,1,1.177111690864e+01,1,1
2,194,1,1.177224599510e+01,1,1
2,195,1,1.177336362801e+01,1,1
2,196,1,1.177446998078e+01,1,1
2,197,1,1.177556522330e+01,1,1
2,198,1,1.177664952210e+01,1,1
2,199,1,1.177772304037e+01,1,1
2,200,1,1.177878593809e+01,1,1
2,201,1,1.177983837209e+01,1,1
2,202,1,1.178088049612e+01,1,1
2,203,1,1.178191246093e+01,1,1
2,204,1,1.178293441436e+01,1,1
2,205,1,1.178394650139e+01,1,1
2,206,1,1.178494886419e+01,1,1
2,207,1,1.178594164225e+01,1,1
2,208,1,1.178692497238e+01,1,1
2,209,1,1.178789898881e+01,1,1
2,210,1,1.178886382324e+01,1,1
2,211,1,1.178981960487e+01,1,1
2,212,1,1.179076646054e+01,1,1
2,213,1,1.179170451469e+01,1,1
2,214,1,1.179263388946e+01,1,1
2,215,1,1.179355470477e+01,1,1
2,216,1,1.179446707831e+01,1,1
2,217,1,1.179537112564e+01,1,1
2,218,1,1.179626696021e+01,1,1
2,219,1,1.179715469342e+01,1,1
2,220,1,1.179803443468e+01,1,1
2,221,1,1.179890629142e+01,1,1
2,222,1,1.179977036915e+01,1,1
2,223,1,1.180062677153e+01,1,1
2,224,1,1.180147560035e+01,1,1
2,225,1,1.180231695566e+01,1,1
2,226,1,1.180315093570e+01,1,1
2,227,1,1.180397763703e+01,1,1
2,228,1,1.180479715452e+01,1,1
2,229,1,1.180560958141e+01,1,1
2,230,1,1.180641500931e+01,1,1
2,231,1,1.180721352828e+01,1,1
2,232,1,1.180800522684e+01,1,1
2,233,1,1.180879019200e+01,1,1
2,234,1,1.180956850928e+01,1,1
2,235,1,1.181034026278e+01,1,1
2,236,1,1.181110553519e+01,1,1
2,237,1,1.181186440780e+01,1,1
2,238,1,1.181261696056e+01,1,1
2,239,1,1.181336327207e+01,1,1
2,240,1,1.181410341967e+01,1,1
2,241,1,1.181483747939e+01,1,1
2,242,1,1.181556552605e+01,1,1
2,243,1,1.181628763321e+01,1,1
2,244,1,1.181700387328e+01,1,1
2,245,1,1.181771431745e+01,1,1
2,246,1,1.181841903580e+01,1,1
2,247,1,1.181911809727e+01,1,1
2,248,1,1.181981156969e+01,1,1
2,249,1,1.182049951983e+01,1,1
2,250,1,1.182118201339e+01,1,1
3,1,1,3.655409037441e-01,1,1
3,2,1,1.559292386238e+00,1,1
3,3,1,2.517606435508e+00,1,1
3,4,1,3.252141651799e+00,1,1
3,5,1,3.818411390023e+00,1,1
3,6,1,4.263198543558e+00,1,1
3,7,1,4.619744310161e+00,1,1
3,8,1,4.910998227676e+00,1,1
3,9,1,5.152922087660e+00,1,1
3,10,1,5.356819159843e+00,1,1
3,11,1,5.530859533587e+00,1,1
3,12,1,5.681068796241e+00,1,1
3,13,1,5.811975318777e+00,1,1
3,14,1,5.927041324964e+00,1,1
3,15,1,6.028955512806e+00,1,1
3,16,1,6.119835536902e+00,1,1
3,17,1,6.201370712269e+00,1,1
3,18,1,6.274924332976e+00,1,1
3,19,1,6.341608215539e+00,1,1
3,20,1,6.402337814308e+00,1,1
3,21,1,6.457873530934e+00,1,1
3,22,1,6.508852067552e+00,1,1
3,23,1,6.555810500973e+00,1,1
3,24,1,6.599204967136e+00,1,1
3,25,1,6.639425307337e+00,1,1
3,26,1,6.676806655387e+00,1,1
3,27,1,6.711638683642e+00,1,1
3,28,1,6.744173040135e+00,1,1
3,29,1,6.774629375543e+00,1,1
3,30,1,6.803200261605e+00,1,1
3,31,1,6.830055231257e+00,1,1
3,32,1,6.855344117787e+00,1,1
3,33,1,6.879199830639e+00,1,1
3,34,1,6.901740675508e+00,1,1
3,35,1,6.923072303556e+00,1,1
3,36,1,6.943289356988e+00,1,1
3,37,1,6.962476864720e+00,1,1
3,38,1,6.980711431241e+00,1,1
3,39,1,6.998062253522e+00,1,1
3,40,1,7.014591994266e+00,1,1
3,41,1,7.030357534612e+00,1,1
3,42,1,7.045410625231e+00,1,1
3,43,1,7.059798451467e+00,1,1
3,44,1,7.073564125457e+00,1,1
3,45,1,7.086747115982e+00,1,1
3,46,1,7.099383625068e+00,1,1
3,47,1,7.111506918847e+00,1,1
3,48,1,7.123147619042e+00,1,1
3,49,1,7.134333960423e+00,1,1
3,50,1,7.145092018781e+00,1,1
3,51,1,7.155445913281e+00,1,1
3,52,1,7.165417986491e+00,1,1
3,53,1,7.175028964904e+00,1,1
3,54,1,7.184298102376e+00,1,1
3,55,1,7.193243308558e+00,1,1
3,56,1,7.201881264130e+00,1,1
3,57,1,7.210227524387e+00,1,1
3,58,1,7.218296612519e+00,1,1
3,59,1,7.226102103780e+00,1,1
3,60,1,7.233656701548e+00,1,1
3,61,1,7.240972306184e+00,1,1
3,62,1,7.248060077468e+00,1,1
3,63,1,7.254930491303e+00,1,1
3,64,1,7.261593391289e+00,1,1
3,65,1,7.268058035700e+00,1,1
3,66,1,7.274333140336e+00,1,1
3,67,1,7.280426917667e+00,1,1
3,68,1,7.286347112640e+00,1,1
3,69,1,7.292101035463e+00,1,1
3,70,1,7.297695591682e+00,1,1
3,71,1,7.303137309787e+00,1,1
3,72,1,7.308432366595e+00,1,1
3,73,1,7.313586610603e+00,1,1
3,74,1,7.318605583515e+00,1,1
3,75,1,7.323494540090e+00,1,1
3,76,1,7.328258466471e+00,1,1
3,77,1,7.332902097128e+00,1,1
3,78,1,7.337429930537e+00,1,1
3,79,1,7.341846243697e+00,1,1
3,80,1,7.346155105590e+00,1,1
3,81,1,7.350360389677e+00,1,1
3,82,1,7.354465785494e+00,1,1
3,83,1,7.358474809441e+00,1,1
3,84,1,7.362390814820e+00,1,1
3,85,1,7.366217001175e+00,1,1
3,86,1,7.369956423008e+00,1,1
3,87,1,7.373611997899e+00,1,1
3,88,1,7.377186514098e+00,1,1
3,89,1,7.380682637606e+00,1,1
3,90,1,7.384102918801e+00,1,1
3,91,1,7.387449798641e+00,1,1
3,92,1,7.390725614467e+00,1,1
3,93,1,7.393932605440e+00,1,1
3,94,1,7.397072917647e+00,1,1
3,95,1,7.400148608881e+00,1,1
3,96,1,7.403161653136e+00,1,1
3,97,1,7.406113944832e+00,1,1
3,98,1,7.409007302781e+00,1,1
3,99,1,7.411843473921e+00,1,1
3,100,1,7.414624136833e+00,1,1
3,101,1,7.417350905049e+00,1,1
3,102,1,7.420025330174e+00,1,1
3,103,1,7.422648904829e+00,1,1
3,104,1,7.425223065426e+00,1,1
3,105,1,7.427749194787e+00,1,1
3,106,1,7.430228624623e+00,1,1
3,107,1,7.432662637872e+00,1,1
3,108,1,7.435052470911e+00,1,1
3,109,1,7.437399315648e+00,1,1
3,110,1,7.439704321507e+00,1,1
3,111,1,7.441968597299e+00,1,1
3,112,1,7.444193213003e+00,1,1
3,113,1,7.446379201452e+00,1,1
3,114,1,7.448527559925e+00,1,1
3,115,1,7.450639251672e+00,1,1
3,116,1,7.452715207345e+00,1,1
3,117,1,7.454756326372e+00,1,1
3,118,1,7.456763478251e+00,1,1
3,119,1,7.458737503784e+00,1,1
3,120,1,7.460679216256e+00,1,1
3,121,1,7.462589402547e+00,1,1
3,122,1,7.464468824196e+00,1,1
3,123,1,7.466318218412e+00,1,1
3,124,1,7.468138299042e+00,1,1
3,125,1,7.469929757483e+00,1,1
3,126,1,7.471693263562e+00,1,1
3,127,1,7.473429466368e+00,1,1
3,128,1,7.475138995050e+00,1,1
3,129,1,7.476822459577e+00,1,1
3,130,1,7.478480451460e+00,1,1
3,131,1,7.480113544451e+00,1,1
3,132,1,7.481722295198e+00,1,1
3,133,1,7.483307243882e+00,1,1
3,134,1,7.484868914817e+00,1,1
3,135,1,7.486407817036e+00,1,1
3,136,1,7.487924444833e+00,1,1
3,137,1,7.489419278304e+00,1,1
3,138,1,7.490892783842e+00,1,1
3,139,1,7.492345414632e+00,1,1
3,140,1,7.493777611109e+00,1,1
3,141,1,7.495189801405e+00,1,1
3,142,1,7.496582401776e+00,1,1
3,143,1,7.497955817013e+00,1,1
3,144,1,7.499310440828e+00,1,1
3,145,1,7.500646656236e+00,1,1
3,146,1,7.501964835915e+00,1,1
3,147,1,7.503265342549e+00,1,1
3,148,1,7.504548529166e+00,1,1
3,149,1,7.505814739450e+00,1,1
3,150,1,7.507064308058e+00,1,1
3,151,1,7.508297560904e+00,1,1
3,152,1,7.509514815449e+00,1,1
3,153,1,7.510716380972e+00,1,1
3,154,1,7.511902558833e+00,1,1
3,155,1,7.513073642720e+00,1,1
3,156,1,7.514229918898e+00,1,1
3,157,1,7.515371666437e+00,1,1
3,158,1,7.516499157441e+00,1,1
3,159,1,7.517612657259e+00,1,1
3,160,1,7.518712424698e+00,1,1
3,161,1,7.519798712220e+00,1,1
3,162,1,7.520871766138e+00,1,1
3,163,1,7.521931826798e+00,1,1
3,164,1,7.522979128765e+00,1,1
3,165,1,7.524013900989e+00,1,1
3,166,1,7.525036366976e+00,1,1
3,167,1,7.526046744947e+00,1,1
3,168,1,7.527045247996e+00,1,1
3,169,1,7.528032084237e+00,1,1
3,170,1,7.529007456948e+00,1,1
3,171,1,7.529971564714e+00,1,1
3,172,1,7.530924601559e+00,1,1
3,173,1,7.531866757077e+00,1,1
3,174,1,7.532798216556e+00,1,1
3,175,1,7.533719161105e+00,1,1
3,176,1,7.534629767763e+00,1,1
3,177,1,7.535530209621e+00,1,1
3,178,1,7.536420655924e+00,1,1
3,179,1,7.537301272182e+00,1,1
3,180,1,7.538172220273e+00,1,1
3,181,1,7.539033658537e+00,1,1
3,182,1,7.539885741877e+00,1,1
3,183,1,7.540728621850e+00,1,1
3,184,1,7.541562446758e+00,1,1
3,185,1,7.542387361731e+00,1,1
3,186,1,7.543203508817e+00,1,1
3,187,1,7.544011027059e+00,1,1
3,188,1,7.544810052577e+00,1,1
3,189,1,7.545600718642e+00,1,1
3,190,1,7.546383155750e+00,1,1
3,191,1,7.547157491699e+00,1,1
3,192,1,7.547923851649e+00,1,1
3,193,1,7.548682358200e+00,1,1
3,194,1,7.549433131450e+00,1,1
3,195,1,7.550176289059e+00,1,1
3,196,1,7.550911946317e+00,1,1
3,197,1,7.551640216193e+00,1,1
3,198,1,7.552361209403e+00,1,1
3,199,1,7.553075034461e+00,1,1
