Stopping Criterion,Distribution,MC/QMC,abs_tol,solution,n_samples,time
CubMcClt,IIDStdUniform,MC,0.02220000000000001,2.182105500751829,97382.0,0.04461026966691861
CubMcClt,IIDStdUniform,MC,0.02240000000000001,2.184367099868085,95688.0,0.043629280333334464
CubMcClt,IIDStdUniform,MC,0.02260000000000001,2.1855352874093934,94038.0,0.04235203466669191
CubMcClt,IIDStdUniform,MC,0.022800000000000008,2.186730318633022,92431.0,0.042361578666714195
CubMcClt,IIDStdUniform,MC,0.023000000000000007,2.1872971166580073,90866.0,0.04003182599960079
CubMcClt,IIDStdUniform,MC,0.023200000000000012,2.186692992532138,89341.0,0.04008533933332122
CubMcClt,IIDStdUniform,MC,0.02340000000000001,2.1868474456995095,87855.0,0.04353795033330243
CubMcClt,IIDStdUniform,MC,0.02360000000000001,2.1901972317092606,86407.0,0.04121166633346244
CubMcClt,IIDStdUniform,MC,0.02380000000000001,2.19100714994194,84995.0,0.03857196800011783
CubMcClt,IIDStdUniform,MC,0.024000000000000007,2.1918518043225803,83619.0,0.037714863333652225
CubMcClt,IIDStdUniform,MC,0.024200000000000013,2.1920200784249904,82276.0,0.036545105333667983
CubMcClt,IIDStdUniform,MC,0.024400000000000012,2.1934278338661644,80966.0,0.03586191033294502
CubMcClt,IIDStdUniform,MC,0.02460000000000001,2.1915292527684227,79688.0,0.035858782666764455
CubMcClt,IIDStdUniform,MC,0.02480000000000001,2.190861374982347,78441.0,0.03481009166686514
CubMcClt,IIDStdUniform,MC,0.02500000000000001,2.1900552124831356,77224.0,0.034127305666515895
CubMcClt,IIDStdUniform,MC,0.025200000000000014,2.189837600265332,76035.0,0.0338857663333935
CubMcClt,IIDStdUniform,MC,0.025400000000000013,2.188787022433037,74874.0,0.034052660666323696
CubMcClt,IIDStdUniform,MC,0.02560000000000001,2.188266004688722,73741.0,0.032982434000283924
CubMcClt,IIDStdUniform,MC,0.02580000000000001,2.189615708521925,72634.0,0.03247221999996933
CubMcClt,IIDStdUniform,MC,0.02600000000000001,2.1887155935460996,71552.0,0.03270354366668471
CubMcClt,IIDStdUniform,MC,0.026200000000000008,2.189225758398458,70495.0,0.03218999900006262
CubMcClt,IIDStdUniform,MC,0.026400000000000014,2.1893204066005696,69462.0,0.032671054000275035
CubMcClt,IIDStdUniform,MC,0.026600000000000013,2.1891261161316278,68452.0,0.03134070333362615
CubMcClt,IIDStdUniform,MC,0.02680000000000001,2.1885650731599973,67465.0,0.03072026633344649
CubMcClt,IIDStdUniform,MC,0.02700000000000001,2.186651287513011,66499.0,0.032469069000095864
CubMcClt,IIDStdUniform,MC,0.02720000000000001,2.186645188663633,65555.0,0.03128138033359088
CubMcClt,IIDStdUniform,MC,0.027400000000000015,2.185401484153691,64631.0,0.03206276799998401
CubMcClt,IIDStdUniform,MC,0.027600000000000013,2.185330997698873,63727.0,0.031234510333282135
CubMcClt,IIDStdUniform,MC,0.027800000000000012,2.1821115657830203,62843.0,0.03086555666656447
CubMcClt,IIDStdUniform,MC,0.02800000000000001,2.180791786799029,61978.0,0.028914980667044194
CubMcClt,IIDStdUniform,MC,0.02820000000000001,2.1815042285547843,61131.0,0.02950677966631095
CubMcClt,IIDStdUniform,MC,0.028400000000000016,2.180828725731281,60301.0,0.029809342666643108
CubMcClt,IIDStdUniform,MC,0.028600000000000014,2.180222331129858,59489.0,0.02840640200004903
CubMcClt,IIDStdUniform,MC,0.028800000000000013,2.183064168226233,58694.0,0.02942149033363724
CubMcClt,IIDStdUniform,MC,0.029000000000000012,2.183242007393753,57916.0,0.027822386666533323
CubMcClt,IIDStdUniform,MC,0.02920000000000001,2.183007188556371,57153.0,0.026505972999984806
CubMcClt,IIDStdUniform,MC,0.02940000000000001,2.183617507762305,56406.0,0.02805241833296653
CubMcClt,IIDStdUniform,MC,0.029600000000000015,2.1817485900382168,55674.0,0.026953843000228517
CubMcClt,IIDStdUniform,MC,0.029800000000000014,2.1820626796800653,54956.0,0.027014783666951796
CubMcClt,IIDStdUniform,MC,0.030000000000000013,2.1818629239015395,54253.0,0.026172473666823255
CubMcClt,IIDStdUniform,MC,0.03020000000000001,2.181902131838845,53564.0,0.02561090333347238
CubMcClt,IIDStdUniform,MC,0.03040000000000001,2.1822906438435297,52889.0,0.025419381999806017
CubMcClt,IIDStdUniform,MC,0.030600000000000016,2.1825236986693457,52226.0,0.024992000666316017
CubMcClt,IIDStdUniform,MC,0.030800000000000015,2.184693895817169,51577.0,0.02518964299997606
CubMcClt,IIDStdUniform,MC,0.031000000000000014,2.182975241757291,50940.0,0.025678244999653543
CubMcClt,IIDStdUniform,MC,0.031200000000000012,2.1843274877110366,50315.0,0.025896221000039077
CubMcClt,IIDStdUniform,MC,0.03140000000000001,2.1845782553237343,49702.0,0.024494940333473398
CubMcClt,IIDStdUniform,MC,0.03160000000000002,2.184045215723303,49101.0,0.024499876000542525
CubMcClt,IIDStdUniform,MC,0.031800000000000016,2.183629103483826,48511.0,0.02478739866698258
CubMcClt,IIDStdUniform,MC,0.032000000000000015,2.18367857722607,47932.0,0.027523645000352797
CubMcClt,IIDStdUniform,MC,0.03220000000000001,2.1845059755938094,47363.0,0.025552608333479537
CubMcClt,IIDStdUniform,MC,0.03240000000000001,2.1867436874141952,46806.0,0.02338323766677301
CubMcClt,IIDStdUniform,MC,0.03260000000000001,2.186014628896568,46258.0,0.025786458333035018
CubMcClt,IIDStdUniform,MC,0.03280000000000002,2.186710406886967,45721.0,0.023657011333246675
CubMcClt,IIDStdUniform,MC,0.033000000000000015,2.187863393562494,45193.0,0.023908389333579787
CubMcClt,IIDStdUniform,MC,0.033200000000000014,2.187519465150781,44675.0,0.022142556333164976
CubMcClt,IIDStdUniform,MC,0.03340000000000001,2.190206864814301,44166.0,0.022380871666731156
CubMcClt,IIDStdUniform,MC,0.03360000000000002,2.1901562381890636,43666.0,0.021848537333122902
CubMcClt,IIDStdUniform,MC,0.03380000000000002,2.1915778208345893,43175.0,0.021912664666463872
CubMcClt,IIDStdUniform,MC,0.034000000000000016,2.1903557314343876,42692.0,0.021591555333240347
CubMcClt,IIDStdUniform,MC,0.034200000000000015,2.190025595304433,42218.0,0.021535192666912433
CubMcClt,IIDStdUniform,MC,0.034400000000000014,2.188905816410927,41753.0,0.021467255000061414
CubMcClt,IIDStdUniform,MC,0.03460000000000002,2.1894658539197165,41295.0,0.021965896333616303
CubMcClt,IIDStdUniform,MC,0.03480000000000002,2.187795323389482,40845.0,0.020316529999945487
CubMcClt,IIDStdUniform,MC,0.03500000000000002,2.1861519846704502,40403.0,0.02029625666667319
CubMcClt,IIDStdUniform,MC,0.035200000000000016,2.186656100563748,39969.0,0.020451852666762232
CubMcClt,IIDStdUniform,MC,0.035400000000000015,2.184729391205028,39541.0,0.019770176333319494
CubMcClt,IIDStdUniform,MC,0.03560000000000002,2.1827128112126823,39121.0,0.019604435666224163
CubMcClt,IIDStdUniform,MC,0.03580000000000002,2.1832257828873147,38708.0,0.02127796866686064
CubMcClt,IIDStdUniform,MC,0.03600000000000002,2.181499771872792,38302.0,0.020651620666588617
CubMcClt,IIDStdUniform,MC,0.03620000000000002,2.1808630940009803,37902.0,0.01919142099995952
CubMcClt,IIDStdUniform,MC,0.036400000000000016,2.1825610861098883,37509.0,0.020893536666941753
CubMcClt,IIDStdUniform,MC,0.036600000000000014,2.1820556792214436,37123.0,0.01985732966689587
CubMcClt,IIDStdUniform,MC,0.03680000000000002,2.1856175483288007,36743.0,0.019159516000096726
CubMcClt,IIDStdUniform,MC,0.03700000000000002,2.1857343028672997,36369.0,0.01855581633329469
CubMcClt,IIDStdUniform,MC,0.03720000000000002,2.186483538404837,36001.0,0.019107281666341198
CubMcClt,IIDStdUniform,MC,0.03740000000000002,2.183810761302913,35639.0,0.01921933900030126
CubMcClt,IIDStdUniform,MC,0.037600000000000015,2.1809853872828966,35282.0,0.017790294666762446
CubMcClt,IIDStdUniform,MC,0.03780000000000002,2.179658711663264,34931.0,0.0186071206668809
CubMcClt,IIDStdUniform,MC,0.03800000000000002,2.179677346255104,34586.0,0.018766628000169778
CubMcClt,IIDStdUniform,MC,0.03820000000000002,2.1770745457483662,34246.0,0.02001565599978979
CubMcClt,IIDStdUniform,MC,0.03840000000000002,2.176925877946359,33912.0,0.01772134300002411
CubMcClt,IIDStdUniform,MC,0.038600000000000016,2.176229263242533,33583.0,0.018477863666703342
CubMcClt,IIDStdUniform,MC,0.038800000000000015,2.1737527339424343,33258.0,0.01752435433354549
CubMcClt,IIDStdUniform,MC,0.03900000000000002,2.173342420372159,32939.0,0.01766376299959423
CubMcClt,IIDStdUniform,MC,0.03920000000000002,2.17493080456038,32625.0,0.0182068866664243
CubMcClt,IIDStdUniform,MC,0.03940000000000002,2.1754570952383983,32315.0,0.01891340733315398
CubMcClt,IIDStdUniform,MC,0.03960000000000002,2.174435523398865,32010.0,0.018635297999935574
CubMcClt,IIDStdUniform,MC,0.039800000000000016,2.1735880304067345,31710.0,0.017905829000180045
CubMcClt,IIDStdUniform,MC,0.04000000000000002,2.1727450940325137,31414.0,0.018499333666720002
CubMcClt,IIDStdUniform,MC,0.04020000000000002,2.173603309156492,31122.0,0.018113226000120147
CubMcClt,IIDStdUniform,MC,0.04040000000000002,2.17267210275012,30835.0,0.017830260333236463
CubMcClt,IIDStdUniform,MC,0.04060000000000002,2.1720008891146065,30552.0,0.017208759666876478
CubMcClt,IIDStdUniform,MC,0.04080000000000002,2.1712423092946107,30273.0,0.01733158099978027
CubMcClt,IIDStdUniform,MC,0.04100000000000002,2.172681661866569,29999.0,0.016791057333345332
CubMcClt,IIDStdUniform,MC,0.04120000000000002,2.17473907348109,29728.0,0.017171200333602126
CubMcClt,IIDStdUniform,MC,0.04140000000000002,2.174682879339587,29461.0,0.012522529666360546
CubMcClt,IIDStdUniform,MC,0.04160000000000002,2.1744596137448546,29198.0,0.0104388340002212
CubMcClt,IIDStdUniform,MC,0.04180000000000002,2.1753179790155865,28939.0,0.009968773333033218
CubMcClt,IIDStdUniform,MC,0.04200000000000002,2.1750172175309275,28684.0,0.010592651333354297
CubMcClt,IIDStdUniform,MC,0.04220000000000002,2.1763749211983408,28432.0,0.009903083333180499
CubMcClt,IIDStdUniform,MC,0.04240000000000002,2.1767409763012604,28183.0,0.009968385000320268
CubMcClt,IIDStdUniform,MC,0.04260000000000002,2.1770583695218506,27939.0,0.009694312333522248
CubMcClt,IIDStdUniform,MC,0.04280000000000002,2.1784064323838024,27697.0,0.010142237999692346
CubMcClt,IIDStdUniform,MC,0.04300000000000002,2.177926296187971,27459.0,0.009572866666834065
CubMcClt,IIDStdUniform,MC,0.04320000000000002,2.1781081212848963,27224.0,0.009786304333526155
CubMcClt,IIDStdUniform,MC,0.04340000000000002,2.178196276962925,26993.0,0.009184052000212736
CubMcClt,IIDStdUniform,MC,0.04360000000000002,2.1759556159893285,26765.0,0.009727314999812128
CubMcClt,IIDStdUniform,MC,0.04380000000000002,2.1738730013810357,26539.0,0.009476663999824572
CubMcClt,IIDStdUniform,MC,0.04400000000000002,2.175494742738401,26317.0,0.010042200000195104
CubMcClt,IIDStdUniform,MC,0.044200000000000024,2.177949872926859,26098.0,0.009310262999861152
CubMcClt,IIDStdUniform,MC,0.04440000000000002,2.175474325335052,25882.0,0.009332989333112588
CubMcClt,IIDStdUniform,MC,0.04460000000000002,2.1746111381451025,25669.0,0.009424927000206177
CubMcClt,IIDStdUniform,MC,0.04480000000000002,2.1772182233212973,25458.0,0.009030691999820798
CubMcClt,IIDStdUniform,MC,0.04500000000000002,2.1774786916495565,25251.0,0.00945788899995629
CubMcClt,IIDStdUniform,MC,0.04520000000000002,2.1764990513525118,25046.0,0.008956124000178534
CubMcClt,IIDStdUniform,MC,0.045400000000000024,2.1783109466217567,24844.0,0.009775210999881287
CubMcClt,IIDStdUniform,MC,0.04560000000000002,2.181376070038654,24644.0,0.009151760000349896
CubMcClt,IIDStdUniform,MC,0.04580000000000002,2.1816615395837733,24447.0,0.009186374000213013
CubMcClt,IIDStdUniform,MC,0.04600000000000002,2.181541049827966,24253.0,0.008915688333217986
CubMcClt,IIDStdUniform,MC,0.04620000000000002,2.181312102644505,24061.0,0.008562613000018851
CubMcClt,IIDStdUniform,MC,0.046400000000000025,2.180799152827085,23872.0,0.00893814399993668
CubMcClt,IIDStdUniform,MC,0.04660000000000002,2.1794037203173033,23685.0,0.00881789266653262
CubMcClt,IIDStdUniform,MC,0.04680000000000002,2.180574406833494,23500.0,0.008961272000002888
CubMcClt,IIDStdUniform,MC,0.04700000000000002,2.179061765778934,23318.0,0.009257406333138837
CubMcClt,IIDStdUniform,MC,0.04720000000000002,2.1761832574718523,23138.0,0.00890989800003202
CubMcClt,IIDStdUniform,MC,0.047400000000000025,2.1760889920289803,22961.0,0.008241676333454961
CubMcClt,IIDStdUniform,MC,0.047600000000000024,2.1750002960666586,22785.0,0.008491975666705306
CubMcClt,IIDStdUniform,MC,0.04780000000000002,2.1747818761449675,22612.0,0.008498322000074646
CubMcClt,IIDStdUniform,MC,0.04800000000000002,2.1719516851934157,22441.0,0.008335945999836744
CubMcClt,IIDStdUniform,MC,0.04820000000000002,2.1714056657757443,22272.0,0.008841537667043061
CubMcClt,IIDStdUniform,MC,0.048400000000000026,2.1699231384729996,22105.0,0.008471501666463155
CubMcClt,IIDStdUniform,MC,0.048600000000000025,2.169467660429579,21941.0,0.008447341999878214
CubMcClt,IIDStdUniform,MC,0.048800000000000024,2.167866444629533,21778.0,0.008390007999878435
CubMcClt,IIDStdUniform,MC,0.04900000000000002,2.166565067900269,21617.0,0.007334312666898768
CubMcClt,IIDStdUniform,MC,0.04920000000000002,2.1675709939459193,21458.0,0.008167720333707015
CubMcClt,IIDStdUniform,MC,0.04940000000000002,2.1666250037977868,21302.0,0.007803955333353467
CubMcClt,IIDStdUniform,MC,0.049600000000000026,2.16650826662401,21147.0,0.007646418333024485
CubMcClt,IIDStdUniform,MC,0.049800000000000025,2.1662775960486824,20994.0,0.00831017766692336
CubMcClt,IIDStdUniform,MC,0.050000000000000024,2.164931672148852,20842.0,0.008395437333092559
CubMcClt,IIDStdUniform,MC,0.05020000000000002,2.16517528327803,20693.0,0.007617610666784458
CubMcClt,IIDStdUniform,MC,0.05040000000000002,2.166369912981349,20545.0,0.0078479956667555
CubMcClt,IIDStdUniform,MC,0.05060000000000003,2.1660136720680305,20399.0,0.007926341333586606
CubMcClt,IIDStdUniform,MC,0.050800000000000026,2.1686202725452373,20255.0,0.007757058667266392
CubMcClt,IIDStdUniform,MC,0.051000000000000024,2.1686545846525376,20112.0,0.008291130999775001
CubMcClt,IIDStdUniform,MC,0.05120000000000002,2.167205357343175,19972.0,0.007448331333459161
CubMcClt,IIDStdUniform,MC,0.05140000000000002,2.1661771321618466,19832.0,0.007554056000117271
CubMcClt,IIDStdUniform,MC,0.05160000000000002,2.167105796964515,19695.0,0.007287916666731083
CubMcClt,IIDStdUniform,MC,0.05180000000000003,2.166118334492363,19559.0,0.007289698666985108
CubMcClt,IIDStdUniform,MC,0.052000000000000025,2.1667716553890743,19424.0,0.0071169936669927365
CubMcClt,IIDStdUniform,MC,0.052200000000000024,2.1710749633443656,19291.0,0.00773024299996905
CubMcClt,IIDStdUniform,MC,0.05240000000000002,2.1706159906501754,19160.0,0.007569730333367867
CubMcClt,IIDStdUniform,MC,0.05260000000000002,2.170459272982237,19030.0,0.0075205379998806166
CubMcClt,IIDStdUniform,MC,0.05280000000000003,2.1681365724895176,18902.0,0.007433454000117005
CubMcClt,IIDStdUniform,MC,0.053000000000000026,2.167091182140606,18775.0,0.008241935999952451
CubMcClt,IIDStdUniform,MC,0.053200000000000025,2.1676067011119695,18649.0,0.007682664666996668
CubMcClt,IIDStdUniform,MC,0.053400000000000024,2.1681424777555818,18525.0,0.007439855666840837
CubMcClt,IIDStdUniform,MC,0.05360000000000002,2.169470293657608,18403.0,0.007697405000120246
CubMcClt,IIDStdUniform,MC,0.05380000000000003,2.1700208730910426,18281.0,0.007731622999926913
CubMcClt,IIDStdUniform,MC,0.05400000000000003,2.1712714676587206,18161.0,0.007066130000263608
CubMcClt,IIDStdUniform,MC,0.054200000000000026,2.172099722437377,18042.0,0.006887844666683425
CubMcClt,IIDStdUniform,MC,0.054400000000000025,2.17079523287406,17925.0,0.006666299666600632
CubMcClt,IIDStdUniform,MC,0.054600000000000024,2.1690303573304806,17809.0,0.006627006333170963
CubMcClt,IIDStdUniform,MC,0.05480000000000003,2.169668222797357,17694.0,0.00675835133339812
CubMcClt,IIDStdUniform,MC,0.05500000000000003,2.168144989405772,17581.0,0.00652794799983288
CubMcClt,IIDStdUniform,MC,0.05520000000000003,2.168423579949663,17468.0,0.006556834999779919
CubMcClt,IIDStdUniform,MC,0.055400000000000026,2.168464758946977,17357.0,0.006447850666518207
CubMcClt,IIDStdUniform,MC,0.055600000000000024,2.1669894688791396,17247.0,0.0066948096667450345
CubMcClt,IIDStdUniform,MC,0.05580000000000002,2.1655248175224253,17138.0,0.0063302276666945545
CubMcClt,IIDStdUniform,MC,0.05600000000000003,2.164751924700425,17031.0,0.006592161000298802
CubMcClt,IIDStdUniform,MC,0.05620000000000003,2.166675960622976,16924.0,0.006629613000162256
CubMcClt,IIDStdUniform,MC,0.056400000000000027,2.1669183823471037,16819.0,0.006912375333437619
CubMcClt,IIDStdUniform,MC,0.056600000000000025,2.1653614255699947,16715.0,0.007164029000099011
