CLT_stdUniform,CLT_stdGaussian,CLT_Rep_lattice,CLT_Rep_Sobol
11.387359380722046,6.501572370529175,0.8056278228759766,7.208712577819824
10.47948694229126,4.1779046058654785,0.6672153472900391,6.621322154998779
9.042160987854004,4.09618878364563,0.8076527118682861,5.274983882904053
8.694519519805908,4.14292049407959,0.6934170722961426,5.186584949493408
8.55787205696106,3.5493741035461426,0.6352005004882812,5.1884589195251465
9.249025106430054,3.7798402309417725,0.4966611862182617,5.217222213745117
8.918671369552612,3.9053537845611572,0.6832027435302734,6.540524005889893
8.653276443481445,3.189464807510376,0.6957054138183594,5.342380046844482
9.46729564666748,3.5580408573150635,0.6760885715484619,5.266078472137451
9.032744407653809,3.295964002609253,0.6226842403411865,5.237861394882202
8.177083253860474,3.588968276977539,0.645282506942749,5.38024377822876
8.814992904663086,3.2840263843536377,0.4844675064086914,5.198715925216675
8.075030326843262,3.216205358505249,0.5336894989013672,6.516965866088867
8.024330854415894,3.6266725063323975,0.48557519912719727,5.219166278839111
8.322596549987793,3.248034954071045,0.4820282459259033,6.581471920013428
8.851446628570557,3.520376443862915,0.6193528175354004,5.22654128074646
7.4918200969696045,2.9799818992614746,0.500662088394165,5.24451470375061
7.495935916900635,3.023299217224121,0.6070833206176758,5.368936538696289
6.848657131195068,3.4241726398468018,0.6808350086212158,5.277523756027222
6.7373223304748535,3.279113531112671,0.4817466735839844,5.204627513885498
7.283570766448975,2.804171562194824,0.6741981506347656,6.496531963348389
7.628415584564209,2.9695417881011963,0.48211121559143066,5.237011671066284
6.908961296081543,2.9308714866638184,0.49022841453552246,5.18833065032959
6.5847930908203125,2.675370454788208,0.5055341720581055,5.177860498428345
6.868165731430054,2.8287813663482666,0.3978564739227295,5.235938549041748
7.042520523071289,2.739056348800659,0.4089162349700928,5.232362747192383
5.9003002643585205,2.7397959232330322,0.4758319854736328,3.949791669845581
6.4266276359558105,2.517374038696289,0.4877281188964844,5.176309585571289
6.204297780990601,2.6437978744506836,0.6623620986938477,5.260221004486084
5.344667196273804,2.4579532146453857,0.49494457244873047,5.352285146713257
5.503628492355347,2.339829206466675,0.49068617820739746,5.215798377990723
5.815399408340454,2.4304420948028564,0.492358922958374,5.227088451385498
5.964127540588379,2.3622453212738037,0.5192873477935791,5.20598840713501
5.282788515090942,2.4383444786071777,0.49370741844177246,5.228464841842651
5.276714324951172,2.465620279312134,0.4061708450317383,5.268128156661987
